Species,POINT_X,POINT_Y
bias,-71.479285,42.331289
bias,-71.429978,42.280818
bias,-71.430145,42.280985
bias,-71.432561,42.283596
bias,-71.432034,42.282985
bias,-71.441256,42.349595
bias,-71.442701,42.354567
bias,-71.449673,42.35115
bias,-71.452923,42.3504
bias,-71.444673,42.343178
bias,-71.441617,42.343511
bias,-72.3867,43.6646
bias,-72.3867,43.7447
bias,-72.4578,43.7083
bias,-72.3186,43.7447
bias,-72.4181,43.7122
bias,-72.739536,42.510086
bias,-72.5981,42.6142
bias,-71.52825,41.37808
bias,-71.52646,41.37818
bias,-71.507837,41.458435
bias,-72.692536,42.179042
bias,-72.308333,41.380833
bias,-72.308778,41.380111
bias,-73.14894,43.99861
bias,-73.14718,43.99623
bias,-73.14928,43.99823
bias,-73.1497,43.99872
bias,-73.15046,43.99887
bias,-73.16692,44.00383
bias,-73.1682,44.00293
bias,-73.16668,44.0033
bias,-73.16993,44.00192
bias,-73.20128,44.05753
bias,-73.20146,44.05745
bias,-73.17783,44.05782
bias,-73.18872,44.05827
bias,-73.18509,44.0585
bias,-73.184,44.058
bias,-73.18478,44.05767
bias,-73.18409,44.05807
bias,-73.18506,44.06001
bias,-73.18516,44.06001
bias,-73.18485,44.05895
bias,-73.18496,44.05909
bias,-73.18398,44.0589
bias,-73.1844,44.05851
bias,-73.18262,44.05477
bias,-73.18767,44.06033
bias,-73.18035,44.05555
bias,-73.18234,44.05254
bias,-73.18443,44.05485
bias,-73.18455,44.05298
bias,-73.18314,44.05346
bias,-73.15064,44.01356
bias,-73.15051,44.01298
bias,-73.15266,44.01223
bias,-73.15163,44.01005
bias,-73.15167,44.00787
bias,-73.1495,44.00653
bias,-73.17767,44.03281
bias,-73.1773,44.03485
bias,-73.17825,44.03539
bias,-73.17832,44.03654
bias,-73.17814,44.03789
bias,-73.17804,44.03841
bias,-73.17776,44.03955
bias,-73.17726,44.03947
bias,-73.17664,44.03649
bias,-73.17632,44.041756
bias,-73.17632,44.04221
bias,-73.17624,44.04428
bias,-73.1798,44.04096
bias,-73.17957,44.03818
bias,-73.1775,44.0481
bias,-73.14873,43.99809
bias,-73.14899,43.99787
bias,-73.14956,43.99954
bias,-73.20272,44.05738
bias,-73.20424,44.05895
bias,-73.20365,44.05963
bias,-73.20496,44.0619
bias,-73.20221,44.06063
bias,-73.23809,42.29077
bias,-70.773381,42.574545
bias,-71.341667,42.441667
bias,-71.339722,42.4425
bias,-71.333056,42.441389
bias,-71.340556,42.435833
bias,-71.332778,42.408056
bias,-71.332222,42.406111
bias,-71.3325,42.404444
bias,-71.278611,42.3875
bias,-71.276389,42.386111
bias,-71.0272,42.0198
bias,-71.059361,41.981806
bias,-72.79036,41.79195
bias,-72.77763,41.8604
bias,-72.77915,41.86588
bias,-72.78855,41.79108
bias,-72.7789,41.8618
bias,-72.77278,41.86891
bias,-72.77588,41.85503
bias,-72.77676,41.85732
bias,-72.7988,41.76675
bias,-72.7982,41.7765
bias,-72.79875,41.77713
bias,-72.7896,41.79081
bias,-72.79213,41.7886
bias,-72.79508,41.74773
bias,-72.79455,41.74706
bias,-70.81889,42.82725
bias,-70.96393,42.77219
bias,-70.99141,42.75518
bias,-70.99104,42.7565
bias,-70.97202,42.7797
bias,-70.9702,42.75685
bias,-70.9128,42.7764
bias,-73.313702,41.717176
bias,-73.4507,42.14487
bias,-72.662636,43.810047
bias,-72.727288,43.787486
bias,-72.651946,43.812007
bias,-72.727248,43.787486
bias,-71.368333,41.943333
bias,-72.829544,41.552598
bias,-72.829844,41.557298
bias,-71.8045,41.3305
bias,-71.8045,41.33266
bias,-71.80533,41.33233
bias,-71.80483,41.33233
bias,-71.71666,41.33216
bias,-71.66166,41.36766
bias,-71.66083,41.3685
bias,-71.84066,41.32783
bias,-71.84066,41.32683
bias,-71.66933,41.366
bias,-71.7205,41.33533
bias,-73.001227,44.350054
bias,-72.996227,44.350054
bias,-73.037897,44.333384
bias,-72.991227,44.343384
bias,-72.994567,44.351714
bias,-72.992897,44.350054
bias,-73.042897,44.325054
bias,-73.064567,44.318384
bias,-73.066227,44.300054
bias,-72.991227,44.350054
bias,-72.678979,42.555919
bias,-72.744167,42.489722
bias,-72.744722,42.49
bias,-72.747222,42.490556
bias,-72.853611,42.333333
bias,-72.845651,42.341755
bias,-72.845651,42.338421
bias,-72.407792,43.639893
bias,-72.410024,43.638815
bias,-72.410269,43.640615
bias,-72.408533,43.641154
bias,-72.409772,43.641695
bias,-72.408532,43.642054
bias,-71.5855,41.1613
bias,-70.375556,41.352778
bias,-71.5906,41.165
bias,-71.5811,41.1696
bias,-72.4113,43.6399
bias,-72.40853,43.643494
bias,-72.410017,43.643855
bias,-72.411255,43.644216
bias,-72.407536,43.644753
bias,-72.410015,43.644755
bias,-72.411006,43.645116
bias,-72.408775,43.645294
bias,-72.407783,43.645474
bias,-72.41051,43.645476
bias,-72.407535,43.645833
bias,-72.410757,43.646016
bias,-72.408525,43.646374
bias,-72.407534,43.646553
bias,-72.41026,43.646736
bias,-72.409021,43.646735
bias,-71.345886,41.633157
bias,-71.325,41.622222
bias,-71.295278,42.068889
bias,-71.268665,42.05121
bias,-71.264498,42.049821
bias,-71.325055,42.043432
bias,-71.3245,42.041765
bias,-71.324222,42.040376
bias,-71.318389,42.10982
bias,-71.316723,42.108987
bias,-71.2953,42.0667
bias,-71.316723,42.108709
bias,-73.475,41.7614
bias,-73.453,41.7317
bias,-73.4847,41.7728
bias,-73.4097,41.7758
bias,-73.3789,41.845
bias,-70.846194,42.799472
bias,-72.418147,43.547849
bias,-71.867847,41.311766
bias,-71.733698,44.280895
bias,-72.472866,43.024247
bias,-71.643678,42.257316
bias,-73.357612,42.17759
bias,-71.643123,42.258983
bias,-71.68523,41.55066
bias,-71.70883,41.5877
bias,-71.71165,41.62568
bias,-71.71321,41.62445
bias,-72.237153,41.797318
bias,-71.71205,41.62848
bias,-71.72093,41.57315
bias,-71.71228,41.6284
bias,-71.715,41.6279
bias,-71.71461,41.62751
bias,-71.71155,41.6271
bias,-71.71608,41.62646
bias,-71.7117,41.62668
bias,-71.70885,41.58771
bias,-71.71171,41.62651
bias,-71.68917,41.55909
bias,-71.68523,41.58066
bias,-71.7126,41.62461
bias,-71.71105,41.62616
bias,-71.71136,41.62608
bias,-71.6894,41.5578
bias,-71.685,41.549
bias,-71.71236,41.62468
bias,-71.712,41.624
bias,-71.71003,41.5765
bias,-71.68493,41.55025
bias,-72.408779,43.642594
bias,-71.344722,42.438056
bias,-71.278333,42.389444
bias,-71.284167,42.388889
bias,-71.3525,42.468611
bias,-71.351111,42.468056
bias,-71.79734,41.93585
bias,-71.798082,41.916717
bias,-71.98271,41.85916
bias,-71.75828,41.93028
bias,-71.79777,41.9365
bias,-72.635534,42.445088
bias,-72.639835,42.31899
bias,-72.546533,42.560087
bias,-73.684944,41.058917
bias,-73.14761,43.99709
bias,-73.16824,44.00262
bias,-73.16366,44.00308
bias,-73.15019,44.00365
bias,-73.15053,44.00372
bias,-73.1507,44.0047
bias,-73.1497,44.00548
bias,-73.14943,44.00616
bias,-73.14888,44.00623
bias,-73.15176,44.00817
bias,-73.15022,44.00683
bias,-73.15031,44.00665
bias,-73.17217,44.01003
bias,-73.18519,44.05288
bias,-73.18478,44.05478
bias,-73.17781,44.0575
bias,-73.18943,44.05758
bias,-73.189,44.05531
bias,-73.17634,44.0534
bias,-73.18358,44.05741
bias,-73.18538,44.05864
bias,-73.18493,44.06029
bias,-73.1817,44.05524
bias,-73.18019,44.05322
bias,-73.17965,44.05471
bias,-73.18032,44.05568
bias,-73.17819,44.03204
bias,-73.17729,44.03263
bias,-73.17746,44.03383
bias,-73.17754,44.03437
bias,-73.17775,44.03548
bias,-73.1771,44.03578
bias,-73.17939,44.03671
bias,-73.1782,44.03919
bias,-73.17682,44.04095
bias,-73.17769,44.04179
bias,-73.17819,44.04067
bias,-73.17852,44.04103
bias,-73.17675,44.03211
bias,-73.17654,44.03353
bias,-73.17664,44.03887
bias,-73.17665,44.03894
bias,-73.17644,44.03964
bias,-73.1796,44.04709
bias,-73.17865,44.03444
bias,-73.17913,44.03435
bias,-73.17932,44.03391
bias,-73.17888,44.0353
bias,-73.17945,44.03564
bias,-73.18039,44.03556
bias,-73.18072,44.03699
bias,-73.18036,44.03789
bias,-73.17647,44.05016
bias,-73.17529,44.05056
bias,-73.17667,44.04992
bias,-73.17674,44.049
bias,-73.17871,44.04361
bias,-73.20154,44.0573
bias,-73.20265,44.05734
bias,-73.20416,44.05825
bias,-73.20387,44.06054
bias,-73.21032,44.05883
bias,-73.15062,43.99845
bias,-73.15012,43.99948
bias,-73.15015,43.99834
bias,-73.15,43.99952
bias,-73.1498,43.99712
bias,-72.436754,42.69814
bias,-72.443143,42.697306
bias,-72.4454,42.6783
bias,-72.436198,42.715639
bias,-72.436754,42.716195
bias,-72.445921,42.697584
bias,-72.447032,42.697306
bias,-72.450643,42.702584
bias,-72.450643,42.70314
bias,-72.473143,42.671751
bias,-72.472032,42.673973
bias,-72.474532,42.682584
bias,-72.44731,42.71925
bias,-72.446754,42.718695
bias,-71.996745,42.683975
bias,-70.771421,42.573925
bias,-70.811393,42.604945
bias,-70.812132,42.602395
bias,-71.14265,41.53543
bias,-71.14163,41.53651
bias,-71.19935,41.5923
bias,-71.20126,41.59471
bias,-71.20161,41.59506
bias,-71.2009,41.59191
bias,-71.19845,41.59368
bias,-71.19838,41.5934
bias,-71.20018,41.59445
bias,-71.19883,41.59185
bias,-71.19903,41.59158
bias,-71.1993,41.59116
bias,-71.2009,41.5917
bias,-71.20633,41.59313
bias,-71.20646,41.59288
bias,-71.20958,41.5936
bias,-71.20905,41.54496
bias,-71.411389,41.695833
bias,-71.446389,41.641389
bias,-71.401,41.685667
bias,-71.445556,41.641111
bias,-71.4275,41.668889
bias,-71.436389,41.666389
bias,-71.457778,41.703056
bias,-71.436389,41.665556
bias,-72.307,41.87669
bias,-72.35116,41.98047
bias,-69.79133,44.32147
bias,-72.25736,41.95034
bias,-72.0778,41.4586
bias,-72.0669,41.4609
bias,-72.0663,41.4596
bias,-72.0177,41.48025
bias,-72.0128,41.4785
bias,-72.0102,41.4726
bias,-73.41834,43.82823
bias,-68.1949,44.3739
bias,-72.077,41.4758
bias,-72.0758,41.4805
bias,-72.0795,41.4792
bias,-72.111,41.378
bias,-72.1144,41.3787
bias,-72.114,41.379
bias,-72.115,41.379
bias,-72.112,41.379
bias,-70.295556,41.196111
bias,-70.305556,41.186389
bias,-70.378056,41.166389
bias,-72.715093,42.039817
bias,-72.856111,42.307778
bias,-69.91283,44.51233
bias,-73.22925,44.50513
bias,-73.22845,44.51403
bias,-71.665621,41.523156
bias,-71.653954,41.573711
bias,-72.854671,42.331768
bias,-72.85234,42.334928
bias,-72.84788,42.338978
bias,-72.85029,42.341698
bias,-72.856211,42.322148
bias,-72.854951,42.332588
bias,-72.855691,42.323008
bias,-72.655085,42.203572
bias,-72.654165,42.203262
bias,-72.653375,42.202772
bias,-72.652035,42.201632
bias,-72.646205,42.223781
bias,-73.2313,44.44366
bias,-71.5663,41.2141
bias,-70.206389,41.344722
bias,-71.5572,41.2144
bias,-70.273056,41.330833
bias,-70.329167,41.328889
bias,-71.5581,41.2186
bias,-70.324444,41.363611
bias,-70.64167,41.876826
bias,-72.0511,41.4236
bias,-72.0497,41.4223
bias,-72.0484,41.423
bias,-72.0505,41.4268
bias,-72.0539,41.4232
bias,-72.0524,41.4239
bias,-72.016,41.4831
bias,-72.0174,41.4859
bias,-72.0142,41.4866
bias,-72.1196,41.3923
bias,-72.1171,41.3919
bias,-72.1183,41.389
bias,-72.1117,41.3844
bias,-72.0993,41.3943
bias,-72.0985,41.3911
bias,-72.1026,41.3884
bias,-72.1002,41.3825
bias,-71.51891,42.58722
bias,-73.33371,41.97543
bias,-71.5893,42.5058
bias,-71.61219,42.51233
bias,-71.61305,42.51513
bias,-71.61944,42.51475
bias,-72.17722,41.76347
bias,-72.246223,41.795798
bias,-72.835942,43.065478
bias,-72.835742,43.065578
bias,-72.830442,43.071278
bias,-72.831242,43.051379
bias,-72.824542,43.093678
bias,-72.814342,43.088078
bias,-72.781641,43.097678
bias,-72.785941,43.050879
bias,-72.833742,43.051779
bias,-72.810833,43.816944
bias,-72.808611,43.808611
bias,-72.807778,43.803889
bias,-72.29733,41.35927
bias,-72.25116,41.42183
bias,-72.32036,41.35452
bias,-72.31663,41.35441
bias,-71.663,41.36733
bias,-71.83833,41.331
bias,-71.83866,41.33083
bias,-71.83633,41.33
bias,-71.83783,41.3305
bias,-72.8667,42.2706
bias,-72.878712,41.429264
bias,-72.816944,43.806389
bias,-72.817222,43.805833
bias,-72.818056,43.799444
bias,-72.795833,43.784722
bias,-72.795833,43.778611
bias,-72.796389,43.781111
bias,-72.795556,43.778333
bias,-72.795833,43.778333
bias,-72.8075,43.878056
bias,-72.797222,43.841111
bias,-72.790556,43.823611
bias,-72.143,41.6199
bias,-72.2404,41.6325
bias,-72.220079,41.697321
bias,-72.134244,41.621765
bias,-72.136744,41.626765
bias,-72.127299,41.740932
bias,-72.1675,41.711
bias,-72.120632,41.750932
bias,-72.1675,41.7917
bias,-72.126466,41.73121
bias,-71.5768,41.529
bias,-71.6028,41.5167
bias,-71.5776,41.5299
bias,-72.571702,41.449265
bias,-72.570369,41.453432
bias,-72.569869,41.450265
bias,-73.37284,42.040481
bias,-73.347977,41.698001
bias,-72.2781,42.9337
bias,-72.466828,42.966728
bias,-72.863956,42.574446
bias,-72.895374,42.563974
bias,-72.916216,42.578765
bias,-72.815772,42.580304
bias,-72.871207,42.568696
bias,-71.0595,41.981611
bias,-70.690905,41.349103
bias,-70.707472,41.344114
bias,-70.684372,41.341915
bias,-70.690272,41.346414
bias,-70.69118,41.350797
bias,-70.869489,42.218517
bias,-70.863517,42.218128
bias,-70.863461,42.217573
bias,-70.858875,42.211184
bias,-70.840238,42.197184
bias,-70.869267,42.218545
bias,-70.868961,42.218517
bias,-70.866767,42.218295
bias,-70.865933,42.218739
bias,-70.866544,42.218212
bias,-70.866461,42.218267
bias,-73.014205,42.080804
bias,-71.328961,43.922849
bias,-73.391797,42.14495
bias,-73.36262,41.80065
bias,-73.420399,41.663706
bias,-73.47934,41.683747
bias,-72.303541,41.885028
bias,-72.576641,41.448204
bias,-72.572369,41.449265
bias,-72.570869,41.453765
bias,-72.5182,41.491338
bias,-72.519067,41.491752
bias,-72.5208,41.493546
bias,-72.517244,41.491544
bias,-72.519297,41.49151
bias,-72.520436,41.49296
bias,-72.521484,41.49341
bias,-72.51902,41.493132
bias,-72.515919,41.49113
bias,-72.259204,41.944835
bias,-72.329481,41.994141
bias,-70.6503,41.4161
bias,-70.6507,41.4161
bias,-70.6013,41.392
bias,-70.6037,41.4011
bias,-73.255772,41.464378
bias,-73.259103,41.466
bias,-71.980158,43.403641
bias,-71.982288,43.406658
bias,-72.000529,43.418725
bias,-71.988658,43.409505
bias,-71.991338,43.411175
bias,-71.992658,43.413355
bias,-72.283969,41.725996
bias,-72.281313,41.725549
bias,-72.320934,41.698013
bias,-72.310364,41.678902
bias,-70.430165,43.867743
bias,-70.45104,43.845526
bias,-70.447765,43.801877
bias,-73.282219,41.689288
bias,-73.225113,42.027038
bias,-71.225628,44.087569
bias,-72.916216,42.578351
bias,-70.16864,44.117526
bias,-70.171493,44.118834
bias,-70.176298,44.119145
bias,-70.178495,44.113565
bias,-70.178307,44.111876
bias,-70.1339,44.028967
bias,-70.130028,44.032517
bias,-70.124406,44.030515
bias,-70.123214,44.029043
bias,-73.291306,41.80147
bias,-73.29607,41.802532
bias,-73.293198,41.812845
bias,-73.288795,41.810543
bias,-73.298276,41.803912
bias,-71.476452,42.331317
bias,-73.20198,44.05732
bias,-72.79815,41.76757
bias,-72.78055,41.86267
bias,-72.79425,41.75413
bias,-73.499569,41.750094
bias,-71.1987,41.59448
bias,-71.317,42.108154
bias,-72.246081,42.049168
bias,-72.244431,42.058718
bias,-72.691386,42.181032
bias,-73.16243,41.45647
bias,-73.16275,41.45783
bias,-73.16107,41.45473
bias,-73.16465,41.45892
bias,-73.169189,41.886764
bias,-73.283883,41.802876
bias,-72.444137,41.820079
bias,-71.463417,41.39683
bias,-71.470445,41.392172
bias,-71.497966,41.447491
bias,-71.497553,41.446041
bias,-71.484726,41.40768
bias,-71.483448,41.408372
bias,-71.465434,41.40163
bias,-70.6045,41.407
bias,-70.61,41.3853
bias,-70.5317,41.3823
bias,-71.021667,41.693889
bias,-73.25827,41.46887
bias,-73.2564,41.4631
bias,-73.2583,41.4689
bias,-73.2068,41.4246
bias,-73.2049,41.4734
bias,-73.2066,41.4262
bias,-73.164456,41.457922
bias,-71.471592,43.845969
bias,-72.281665,41.459125
bias,-72.269081,41.476872
bias,-73.1931,41.7412
bias,-73.155372,41.743313
bias,-73.155924,41.740689
bias,-73.15598,41.74083
bias,-73.155946,41.742037
bias,-73.332222,41.688244
bias,-73.295659,41.797932
bias,-69.631313,44.685574
bias,-72.420311,41.821323
bias,-71.340583,42.55405
bias,-71.3402,42.5559
bias,-71.340217,42.569167
bias,-71.338433,42.540483
bias,-72.808987,41.724266
bias,-72.350692,43.232906
bias,-72.078107,41.774802
bias,-72.124019,41.807443
bias,-72.237651,41.794693
bias,-71.152768,42.457701
bias,-73.503736,41.669816
bias,-72.4261,41.8119
bias,-72.424,41.8154
bias,-72.4425,41.819722
bias,-71.212511,42.326989
bias,-73.22863,44.51253
bias,-72.692076,42.179862
bias,-73.169303,41.886693
bias,-71.395855,42.398002
bias,-71.390596,42.399864
bias,-71.396786,42.400312
bias,-71.378772,42.408519
bias,-71.378353,42.409898
bias,-71.480426,42.37884
bias,-71.491728,42.388004
bias,-71.485821,42.390037
bias,-70.601522,41.759683
bias,-71.192147,44.194527
bias,-70.977918,41.681537
bias,-72.336749,42.307591
bias,-72.318356,42.4956
bias,-72.343206,42.455845
bias,-72.301276,42.282814
bias,-72.309507,42.279767
bias,-72.25911,43.05054
bias,-72.431817,43.085417
bias,-72.431833,43.089317
bias,-70.547917,43.335417
bias,-72.432967,43.087967
bias,-72.449917,43.090983
bias,-72.432417,43.090967
bias,-70.811438,42.667316
bias,-70.810882,42.667872
bias,-70.808938,42.670372
bias,-70.809216,42.671205
bias,-71.713124,42.126485
bias,-71.715069,42.127874
bias,-72.02357,42.42782
bias,-70.547067,43.3325
bias,-72.326194,42.298147
bias,-71.34528,42.54078
bias,-71.3513,42.5285
bias,-71.34487,42.54222
bias,-71.34493,42.54699
bias,-72.972183,41.890806
bias,-72.972783,41.890533
bias,-71.34332,42.54219
bias,-71.34801,42.54552
bias,-71.34715,42.54746
bias,-71.34437,42.54456
bias,-71.34719,42.5502
bias,-71.3503,42.5508
bias,-72.423117,43.07845
bias,-72.4193,43.077767
bias,-72.41785,43.0777
bias,-72.4229,43.0783
bias,-72.411967,43.076133
bias,-71.34857,42.5543
bias,-71.34924,42.55453
bias,-71.34666,42.55487
bias,-71.34308,42.5561
bias,-69.955556,44.802222
bias,-69.984444,44.798611
bias,-69.9575,44.801944
bias,-69.914167,44.789167
bias,-69.91,44.791111
bias,-69.946389,44.801667
bias,-70.086944,44.550556
bias,-70.7625,43.0718
bias,-70.8709,43.0592
bias,-67.9314,44.45778
bias,-71.34355,42.55207
bias,-71.34422,42.55047
bias,-71.33766,42.54713
bias,-71.33852,42.5547
bias,-71.34258,42.55566
bias,-71.35452,42.55306
bias,-71.35522,42.55213
bias,-71.35928,42.55187
bias,-71.3569,42.55386
bias,-71.35448,42.55412
bias,-72.444933,43.051433
bias,-72.4448,43.05255
bias,-72.4439,43.053967
bias,-73.443583,43.051666
bias,-72.4388,43.0701
bias,-72.450483,43.056517
bias,-71.35383,42.55648
bias,-71.35549,42.56155
bias,-71.35617,42.56056
bias,-71.35596,42.55949
bias,-71.35754,42.55888
bias,-71.36062,42.56066
bias,-71.3605,42.55822
bias,-70.8726,43.041
bias,-71.35895,42.55987
bias,-71.36298,42.5678
bias,-71.36224,42.55585
bias,-71.36056,42.55293
bias,-71.35974,42.5565
bias,-71.35086,42.5581
bias,-71.34998,42.55823
bias,-71.34734,42.55921
bias,-71.34607,42.5598
bias,-67.902,44.4192
bias,-67.90469,44.40547
bias,-67.89852,44.40794
bias,-67.90736,44.42382
bias,-67.90546,44.40857
bias,-67.908,44.41194
bias,-68.22568,44.3533
bias,-68.23608,44.36888
bias,-67.92818,44.45438
bias,-67.9303,44.45677
bias,-68.22993,44.36891
bias,-68.20787,44.36248
bias,-68.32786,44.32431
bias,-67.6114,44.55975
bias,-67.9287,44.45596
bias,-68.20941,44.36389
bias,-68.2333,44.36435
bias,-68.18114,44.34764
bias,-68.1832,44.3524
bias,-71.34802,42.55957
bias,-71.34698,42.56092
bias,-71.34577,42.56126
bias,-71.34453,42.56227
bias,-71.34565,42.55514
bias,-72.025917,42.432833
bias,-71.34286,42.55909
bias,-72.024333,42.432556
bias,-71.34298,42.56032
bias,-71.34309,42.56196
bias,-71.34448,42.56095
bias,-72.068528,42.419917
bias,-72.062778,42.409056
bias,-72.062472,42.406639
bias,-72.068333,42.420583
bias,-71.658055,42.568967
bias,-71.34129,42.5617
bias,-71.34116,42.56031
bias,-71.34097,42.55787
bias,-70.762,42.682
bias,-70.757492,42.682094
bias,-70.749492,42.679094
bias,-70.744492,42.679094
bias,-70.743492,42.679094
bias,-70.761492,42.680094
bias,-73.350278,41.961667
bias,-73.337777,42.238972
bias,-73.417778,42.284167
bias,-73.421944,42.278056
bias,-73.3579,42.1956
bias,-73.365806,42.158806
bias,-73.367917,42.167944
bias,-73.367972,42.167944
bias,-73.119389,42.455722
bias,-73.295333,42.211917
bias,-73.291972,42.204083
bias,-71.33874,42.558
bias,-71.34012,42.55948
bias,-73.2324,41.2173
bias,-72.227448,42.421743
bias,-72.22749,42.421865
bias,-72.339128,42.406673
bias,-72.337453,42.402879
bias,-72.324458,42.350091
bias,-72.323061,42.349177
bias,-72.355198,42.417395
bias,-71.33891,42.56044
bias,-71.33688,42.56079
bias,-71.333517,42.56065
bias,-72.754444,42.186111
bias,-72.6251,42.1531
bias,-72.6251,42.1538
bias,-70.121129,41.683167
bias,-71.053103,42.116766
bias,-72.015167,42.448944
bias,-72.006306,42.454444
bias,-72.076833,42.384056
bias,-72.727222,42.266667
bias,-73.2283,41.2167
bias,-72.8375,42.336667
bias,-71.3361,42.55634
bias,-72.827778,42.324722
bias,-71.33831,42.55584
bias,-71.33802,42.55779
bias,-71.33708,42.55506
bias,-72.826389,42.319167
bias,-70.274556,43.758722
bias,-70.274889,43.759417
bias,-70.276889,43.762833
bias,-70.278361,43.761917
bias,-70.278028,43.760028
bias,-70.279667,43.760639
bias,-70.27625,43.759667
bias,-70.276167,43.76125
bias,-70.275639,43.760833
bias,-70.268,43.827306
bias,-70.273944,43.829444
bias,-70.267361,43.828667
bias,-70.271778,43.820528
bias,-70.265972,43.829556
bias,-70.266167,43.828861
bias,-70.266222,43.828194
bias,-70.267972,43.826611
bias,-71.33418,42.55613
bias,-71.33026,42.5559
bias,-71.33121,42.55722
bias,-71.33459,42.55862
bias,-71.33598,42.55916
bias,-70.360444,43.788194
bias,-70.357278,43.793472
bias,-70.356917,43.793139
bias,-70.356861,43.793917
bias,-70.354778,43.80225
bias,-70.352806,43.794722
bias,-70.367361,43.791389
bias,-70.359778,43.798417
bias,-70.3535,43.793194
bias,-70.354833,43.794611
bias,-70.350417,43.809306
bias,-70.310611,43.841389
bias,-70.309722,43.833417
bias,-70.307889,43.839639
bias,-70.307306,43.841194
bias,-70.310278,43.841194
bias,-70.327361,43.765556
bias,-70.326333,43.765944
bias,-70.326083,43.766028
bias,-72.447037,42.99865
bias,-71.34029,42.55584
bias,-71.34543,42.55248
bias,-71.34261,42.55282
bias,-71.34309,42.55368
bias,-71.34127,42.55495
bias,-70.325528,43.766167
bias,-70.324278,43.766944
bias,-70.321944,43.766722
bias,-70.318722,43.766972
bias,-70.321778,43.767056
bias,-70.3255,43.7621
bias,-70.321528,43.7755
bias,-70.315556,43.776333
bias,-70.31575,43.776639
bias,-70.317389,43.776611
bias,-70.324889,43.770694
bias,-70.32475,43.769
bias,-70.274222,43.822806
bias,-71.3441,42.55387
bias,-71.34592,42.55656
bias,-71.34647,42.55647
bias,-71.34518,42.55403
bias,-71.34473,42.55259
bias,-71.34772,42.55395
bias,-72.1146,41.9148
bias,-72.402883,43.09045
bias,-72.3951,43.0967
bias,-72.3914,43.094767
bias,-72.3918,43.096517
bias,-72.39583,43.096483
bias,-72.40325,43.091617
bias,-72.114444,41.9125
bias,-72.114444,41.911944
bias,-72.101389,41.876944
bias,-72.103056,41.88
bias,-72.044722,41.876944
bias,-72.086667,41.8775
bias,-72.0875,41.8775
bias,-72.072222,41.966944
bias,-72.100556,41.985
bias,-72.113611,41.9925
bias,-71.533889,41.853333
bias,-71.5375,41.856944
bias,-71.533056,41.820833
bias,-71.5325,41.817222
bias,-71.447222,41.989722
bias,-71.445556,41.983611
bias,-71.443333,41.969167
bias,-71.456889,41.576083
bias,-71.475111,41.556639
bias,-71.486278,41.564111
bias,-71.429167,41.584861
bias,-71.449,41.449833
bias,-71.449472,41.449361
bias,-71.450306,41.450083
bias,-71.586306,41.381778
bias,-71.663417,41.425694
bias,-71.14275,41.5615
bias,-71.422222,41.511639
bias,-71.399056,41.456389
bias,-71.390306,41.477889
bias,-71.365417,41.478694
bias,-71.360028,41.479611
bias,-71.395139,41.487167
bias,-71.5635,41.162028
bias,-71.565167,41.160222
bias,-71.583278,41.167639
bias,-71.5835,41.168833
bias,-71.60325,41.160333
bias,-71.484667,41.450417
bias,-71.615361,41.419194
bias,-72.5063,43.177
bias,-73.23285,41.218667
bias,-73.235483,41.217817
bias,-72.550065,43.216806
bias,-71.35226,42.55394
bias,-71.35104,42.55378
bias,-71.35349,42.55418
bias,-71.35396,42.55503
bias,-71.35981,42.5531
bias,-71.35701,42.55521
bias,-72.07775,42.382806
bias,-72.08525,42.490111
bias,-71.35405,42.56052
bias,-71.3548,42.56094
bias,-71.35575,42.56143
bias,-71.3575,42.56031
bias,-71.3511,42.55885
bias,-71.35275,42.55929
bias,-71.35233,42.55947
bias,-71.34694,42.55956
bias,-71.34499,42.562
bias,-71.33531,42.55756
bias,-71.33445,42.55644
bias,-71.661033,42.566633
bias,-71.65675,42.568767
bias,-71.34248,42.55118
bias,-71.34116,42.55034
bias,-71.153478,42.38125
bias,-71.34745,42.55536
bias,-71.34709,42.55163
bias,-71.34379,42.54265
bias,-71.34174,42.54124
bias,-71.34523,42.54298
bias,-71.34534,42.5435
bias,-72.120611,42.463139
bias,-72.116139,42.46875
bias,-72.117444,42.472389
bias,-72.117222,42.481028
bias,-71.34184,42.54496
bias,-71.33933,42.54988
bias,-71.34499,42.54917
bias,-71.64875,42.61405
bias,-70.768889,42.979167
bias,-71.33673,42.55239
bias,-71.36602,42.55344
bias,-71.36565,42.55232
bias,-71.3659,42.55268
bias,-71.36312,42.54943
bias,-71.36379,42.55022
bias,-71.36536,42.55309
bias,-71.36475,42.55347
bias,-72.6171,43.186
bias,-72.6067,43.1717
bias,-72.623527,43.207586
bias,-72.4894,43.177
bias,-72.10575,42.417889
bias,-72.105972,42.414389
bias,-72.10525,42.414833
bias,-70.593663,43.164811
bias,-70.593611,43.165556
bias,-72.602278,41.681611
bias,-72.60229,41.6816
bias,-72.5997,41.682
bias,-72.60238,41.68138
bias,-72.60345,41.681
bias,-72.60484,41.68203
bias,-72.60676,41.68297
bias,-72.60646,41.6817
bias,-72.60597,41.68093
bias,-72.60584,41.67968
bias,-70.606997,43.187032
bias,-70.606997,43.186754
bias,-70.119185,41.677889
bias,-70.11974,41.678445
bias,-70.120018,41.678445
bias,-71.4,41.712778
