Species,POINT_X,POINT_Y
bias,-71.303889,41.702222
bias,-71.2925,41.797222
bias,-71.38151,42.54063
bias,-71.38244,42.54323
bias,-71.38214,42.54205
bias,-72.36833,43.036267
bias,-72.367467,43.038983
bias,-71.511453,42.355094
bias,-71.516453,42.358427
bias,-71.507564,42.322594
bias,-71.515342,42.254262
bias,-71.657817,42.56835
bias,-71.661111,42.568217
bias,-71.6194,42.558333
bias,-71.617317,42.559083
bias,-71.616683,42.559433
bias,-73.368,43.728
bias,-73.407,43.671
bias,-69.957483,41.843867
bias,-69.969917,41.838367
bias,-69.967583,41.75425
bias,-73.23255,41.21865
bias,-72.370033,43.042183
bias,-72.3629,43.0431
bias,-71.2704,42.2466
bias,-71.2664,42.2348
bias,-72.489722,41.851111
bias,-72.54695,44.127062
bias,-72.54625,44.127362
bias,-72.54395,44.128962
bias,-72.54315,44.128562
bias,-71.38239,42.54044
bias,-71.38297,42.54232
bias,-71.38281,42.54299
bias,-71.3825,42.54382
bias,-69.948589,41.671783
bias,-70.000733,41.766367
bias,-71.61948,42.2931
bias,-71.62135,42.29432
bias,-71.63095,42.29259
bias,-71.63295,42.29955
bias,-71.310278,42.461389
bias,-71.3203,42.2361
bias,-71.358333,42.355
bias,-71.385,42.371111
bias,-71.361944,42.394722
bias,-71.63396,42.29379
bias,-71.62685,42.29551
bias,-71.6176,42.29472
bias,-71.62634,42.2915
bias,-71.62753,42.29526
bias,-71.38412,42.54294
bias,-71.38353,42.54395
bias,-72.129444,42.523778
bias,-72.124333,42.487222
bias,-72.136111,42.495889
bias,-70.0702,42.03021
bias,-70.07062,42.0298
bias,-70.07156,42.03034
bias,-70.07256,42.03119
bias,-70.71146,43.279365
bias,-70.71232,43.280515
bias,-70.07155,42.03048
bias,-70.71072,43.276385
bias,-70.71037,43.274005
bias,-70.04066,42.01021
bias,-70.04105,42.01129
bias,-70.04847,42.0309
bias,-70.04884,42.0311
bias,-70.0497,42.03135
bias,-70.650639,43.261856
bias,-70.03088,42.03088
bias,-70.650469,43.264076
bias,-70.651929,43.262716
bias,-70.06877,42.03905
bias,-70.649729,43.265526
bias,-70.06862,42.03968
bias,-70.06533,42.0385
bias,-70.06742,42.03625
bias,-70.06834,42.03582
bias,-70.06844,42.03561
bias,-70.06821,42.03613
bias,-70.06984,42.0342
bias,-70.03723,42.02371
bias,-70.03703,42.02399
bias,-70.0365,42.02414
bias,-70.03628,42.02356
bias,-70.03616,42.02335
bias,-70.03542,42.02337
bias,-70.04767,42.00532
bias,-70.04789,42.00517
bias,-70.679209,43.263436
bias,-70.682689,43.256656
bias,-70.679919,43.260136
bias,-70.680469,43.261516
bias,-70.679329,43.262886
bias,-71.638955,42.145652
bias,-70.679599,43.279466
bias,-71.639511,42.153151
bias,-71.637011,42.148707
bias,-71.648956,42.149818
bias,-70.675929,43.282656
bias,-71.631455,42.151763
bias,-71.656456,42.148151
bias,-70.675009,43.281446
bias,-70.688799,43.272786
bias,-70.194167,43.803333
bias,-70.177778,43.798611
bias,-72.685092,42.105927
bias,-72.683981,42.107871
bias,-72.683425,42.106483
bias,-72.679814,42.098427
bias,-72.673425,42.092038
bias,-72.670647,42.083983
bias,-72.65,42.0792
bias,-69.983567,41.804933
bias,-70.174444,43.798611
bias,-70.175278,43.798611
bias,-71.38679,42.54606
bias,-71.38662,42.54675
bias,-71.38741,42.54732
bias,-71.38729,42.54778
bias,-71.38478,42.55068
bias,-70.175833,43.798333
bias,-73.0154,42.1309
bias,-73.103716,42.196479
bias,-70.175556,43.798611
bias,-70.175278,43.798889
bias,-70.174722,43.798889
bias,-70.172778,43.798056
bias,-71.38447,42.55125
bias,-71.38657,42.54924
bias,-71.38681,42.54877
bias,-71.38594,42.54319
bias,-71.38485,42.54381
bias,-71.3849,42.54446
bias,-71.38567,42.54512
bias,-71.38601,42.5458
bias,-71.38668,42.54529
bias,-70.67419,43.368174
bias,-70.70443,43.355304
bias,-70.70911,43.348964
bias,-70.69753,43.360774
bias,-70.69277,43.325065
bias,-70.68994,43.326065
bias,-70.67133,43.360274
bias,-70.190278,43.806944
bias,-70.189444,43.806389
bias,-70.189167,43.805278
bias,-70.187778,43.804444
bias,-70.184167,43.803056
bias,-73.232233,41.215173
bias,-73.232783,41.216083
bias,-71.737292,42.242594
bias,-71.7373,42.2427
bias,-71.73757,42.243149
bias,-69.97215,41.638067
bias,-69.9764,41.6747
bias,-69.9368,41.788967
bias,-69.937575,41.7857
bias,-70.821389,42.950833
bias,-70.8225,42.950556
bias,-70.876389,42.991389
bias,-70.868056,42.990833
bias,-70.836389,42.924444
bias,-70.798611,42.931944
bias,-70.805556,42.937222
bias,-70.845833,42.883056
bias,-70.858889,42.878333
bias,-70.863056,42.908056
bias,-70.3818,43.9372
bias,-70.872222,42.963056
bias,-70.3868,43.9488
bias,-70.877222,42.942778
bias,-70.3998,43.9778
bias,-70.4009,43.9792
bias,-70.4143,43.9758
bias,-70.4232,43.9803
bias,-70.436,43.9645
bias,-70.476,43.9859
bias,-70.7725,42.970556
bias,-70.776944,42.966944
bias,-70.793611,42.994167
bias,-72.054694,42.501583
bias,-70.306944,43.750833
bias,-70.977611,44.0295
bias,-70.2001,43.6747
bias,-71.093611,42.213611
bias,-71.043611,42.211944
bias,-71.096111,42.209167
bias,-71.183666,42.44204
bias,-71.240612,42.44454
bias,-71.185888,42.434818
bias,-71.179221,42.440651
bias,-71.179499,42.440373
bias,-71.181444,42.442318
bias,-71.18061,42.440929
bias,-71.183666,42.442873
bias,-71.185055,42.435651
bias,-71.186444,42.436207
bias,-71.2314,42.4456
bias,-71.183666,42.437596
bias,-71.159,42.4
bias,-71.178944,42.440373
bias,-71.178666,42.43954
bias,-72.143136,42.525644
bias,-72.141747,42.525922
bias,-70.856067,42.495783
bias,-68.6539,44.3287
bias,-68.599468,44.308412
bias,-68.5739,44.255
bias,-70.173889,43.832222
bias,-70.175,43.831111
bias,-70.173611,43.83
bias,-70.173056,43.829722
bias,-70.170556,43.828056
bias,-70.171944,43.826944
bias,-68.549467,44.292301
bias,-68.5447,44.2575
bias,-71.1187,42.3758
bias,-71.111997,42.358431
bias,-71.12033,42.35843
bias,-71.09533,42.354264
bias,-71.088385,42.354264
bias,-71.0943,42.3507
bias,-71.1108,42.3533
bias,-71.0603,42.3583
bias,-69.9696,41.6444
bias,-69.9409,41.671133
bias,-69.9685,41.69605
bias,-70.9625,41.6014
bias,-70.9306,41.5403
bias,-70.945,41.586
bias,-70.9042,41.6375
bias,-71.0069,41.5722
bias,-70.9839,41.5289
bias,-70.185556,43.821667
bias,-70.184167,43.822778
bias,-70.183611,43.823333
bias,-70.181389,43.824722
bias,-70.180278,43.825
bias,-70.183056,43.825
bias,-70.183056,43.824444
bias,-72.616,41.6246
bias,-72.41667,43.067783
bias,-72.416233,43.06893
bias,-72.416867,43.0702
bias,-72.415733,43.068
bias,-72.4162,43.067383
bias,-72.41625,43.071183
bias,-70.228611,43.785
bias,-70.230278,43.784167
bias,-70.228611,43.786944
bias,-70.229444,43.785278
bias,-70.227778,43.786389
bias,-73.08001,44.03361
bias,-73.07912,44.03382
bias,-73.3025,42.381667
bias,-73.253611,42.357778
bias,-73.243611,42.301111
bias,-73.261944,42.301111
bias,-73.279722,42.395278
bias,-73.27,42.375833
bias,-73.371389,42.35
bias,-73.2107,42.2437
bias,-73.285278,42.424444
bias,-73.352778,42.444722
bias,-71.3111,42.1583
bias,-71.542778,42.303889
bias,-71.475833,42.248333
bias,-71.541389,42.365833
bias,-70.129444,43.865278
bias,-70.129167,43.865278
bias,-70.126944,43.865556
bias,-70.126389,43.865833
bias,-69.13512,44.11825
bias,-73.3535,42.408
bias,-72.39249,41.79719
bias,-70.1454,44.66765
bias,-71.483083,41.40775
bias,-71.484,41.407
bias,-71.42425,41.491283
bias,-71.4253,41.49325
bias,-71.490667,41.379833
bias,-71.477,41.384833
bias,-71.470167,41.393
bias,-72.095,41.3297
bias,-72.03313,41.332876
bias,-72.033686,41.330376
bias,-72.030908,41.323154
bias,-72.030908,41.317321
bias,-72.030908,41.314543
bias,-72.028408,41.313432
bias,-72.036464,41.316488
bias,-72.006185,41.336488
bias,-72.008685,41.335377
bias,-72.015074,41.331765
bias,-72.01063,41.330932
bias,-72.116465,41.303154
bias,-72.112576,41.300376
bias,-72.111465,41.303154
bias,-73.01455,41.965651
bias,-70.665833,43.457778
bias,-70.223333,43.785278
bias,-70.221667,43.784444
bias,-70.221111,43.783333
bias,-70.223056,43.781667
bias,-70.879444,43.954444
bias,-70.881667,43.954444
bias,-70.627945,43.949751
bias,-70.639193,43.944162
bias,-70.64144,43.920495
bias,-70.648568,43.933167
bias,-70.631204,43.887618
bias,-70.661518,43.946439
bias,-70.708865,43.993417
bias,-70.70838,43.98871
bias,-73.199,41.734
bias,-73.159,41.746
bias,-73.119,41.606
bias,-70.24,43.835833
bias,-70.239722,43.835556
bias,-70.237778,43.836111
bias,-70.238611,43.835833
bias,-70.240278,43.835833
bias,-70.241389,43.834722
bias,-71.095,42.214722
bias,-71.091111,42.188333
bias,-71.888,41.435
bias,-71.887,41.423
bias,-71.891,41.435
bias,-71.8875,41.433
bias,-71.873,41.435
bias,-71.886,41.422
bias,-71.99,41.413
bias,-71.991,41.417
bias,-71.987,41.433
bias,-71.988,41.426
bias,-71.956,41.385
bias,-71.989,41.48
bias,-71.99,41.481
bias,-71.99,41.482
bias,-71.896,41.486
bias,-71.902,41.472
bias,-71.9,41.47
bias,-71.897,41.476
bias,-71.896,41.475
bias,-71.895,41.469
bias,-71.885,41.484
bias,-71.889,41.473
bias,-71.6199,42.5105
bias,-71.6444,42.4625
bias,-71.704237,42.487036
bias,-71.723126,42.490369
bias,-71.727015,42.447314
bias,-71.716459,42.374815
bias,-71.70757,42.374815
bias,-69.9737,43.7609
bias,-71.126001,43.274756
bias,-71.126473,43.274062
bias,-71.123187,43.27397
bias,-71.123798,43.275626
bias,-71.121542,43.276831
bias,-71.124409,43.276348
bias,-71.123564,43.27659
bias,-72.002072,44.434283
bias,-72.002886,44.433938
bias,-70.127222,43.860278
bias,-72.592581,44.197505
bias,-72.592053,44.197366
bias,-71.325167,41.623694
bias,-71.567083,41.214
bias,-71.591833,41.187167
bias,-71.243222,41.479972
bias,-72.8783,42.5644
bias,-71.3036,42.3667
bias,-70.1059,41.29
bias,-69.9667,41.2625
bias,-73.0474,42.4381
bias,-70.7274,42.1958
bias,-73.362425,41.689929
bias,-73.4832,41.6878
bias,-73.341508,41.699262
bias,-73.309284,41.713707
bias,-70.654722,43.094722
bias,-73.309284,41.679262
bias,-73.38812,41.55665
bias,-73.362342,41.690373
bias,-73.352897,41.726207
bias,-73.332118,41.690623
bias,-73.272338,41.643429
bias,-70.548083,43.336467
bias,-70.5517,43.3369
bias,-70.545883,43.338083
bias,-72.658717,41.97305
bias,-72.658017,41.9747
bias,-72.658233,41.974217
bias,-72.6603,41.974367
bias,-72.658917,41.97445
bias,-72.659883,41.976433
bias,-72.66205,41.979133
bias,-72.663117,41.980133
bias,-72.665117,41.9796
bias,-72.661133,41.979083
bias,-72.661633,41.974567
bias,-72.664083,41.98035
bias,-72.659258,41.978152
bias,-72.737871,41.998707
bias,-72.737594,41.998707
bias,-72.737871,41.998429
bias,-72.738149,41.998429
bias,-68.19481,44.37315
bias,-70.086447,44.529786
bias,-70.114781,44.565896
bias,-70.11867,44.579229
bias,-70.095891,44.52062
bias,-72.63983,43.91829
bias,-72.6382,43.90932
bias,-72.64718,43.93015
bias,-72.64906,43.92861
bias,-72.6679,43.93311
bias,-72.66835,43.9333
bias,-72.66984,43.9352
bias,-72.66678,43.91688
bias,-72.66677,43.91639
bias,-72.66959,43.91918
bias,-72.67146,43.91753
bias,-72.69128,43.91095
bias,-72.695,43.90889
bias,-72.666204,41.666766
bias,-72.942,41.8276
bias,-72.6819,41.7284
bias,-71.3225,41.5819
bias,-71.326944,41.579722
bias,-71.325556,41.621944
bias,-71.314167,41.588056
bias,-71.326389,41.581111
bias,-71.326667,41.581389
bias,-71.321667,41.593333
bias,-71.3266,41.5944
bias,-71.3234,41.5982
bias,-72.682871,41.716767
bias,-72.666204,41.7001
bias,-72.649537,41.7001
bias,-71.346111,41.643611
bias,-71.344722,41.641944
bias,-71.3051,41.6198
bias,-72.9025,44.991389
bias,-72.435556,43.727778
bias,-71.339444,41.656111
bias,-71.3247,41.5873
bias,-71.3205,41.5787
bias,-71.3046,41.6084
bias,-71.3069,41.6037
bias,-71.3576,41.6605
bias,-71.3572,41.6604
bias,-71.3555,41.6543
bias,-72.966,42.4957
bias,-72.9599,42.4944
bias,-72.9826,42.4045
bias,-72.9862,42.409
bias,-72.9869,42.4231
bias,-72.9681,42.4231
bias,-72.969,42.4146
bias,-72.9609,42.4208
bias,-72.9577,42.4187
bias,-72.9361,42.4103
bias,-72.8806,42.3934
bias,-72.634814,41.692322
bias,-73.260414,42.801357
bias,-70.180887,44.09924
bias,-70.182276,44.095907
bias,-72.414257,43.445905
bias,-71.839671,41.329467
bias,-71.838311,41.330407
bias,-71.836342,41.329494
bias,-71.837553,41.329692
bias,-71.5866,41.92145
bias,-71.58833,41.9228
bias,-71.3551,41.6574
bias,-71.3549,41.4658
bias,-71.83683,41.331447
bias,-71.835624,41.330976
bias,-71.191379,41.538857
bias,-71.191417,41.537748
bias,-71.747322,41.785373
bias,-71.747186,41.785785
bias,-71.258087,41.58731
bias,-71.257286,41.58736
bias,-71.537241,41.769578
bias,-71.537416,41.769381
bias,-71.597572,41.503496
bias,-71.597225,41.503117
bias,-71.209078,41.558664
bias,-71.208473,41.558261
bias,-71.171987,41.566479
bias,-71.172653,41.566672
bias,-71.271039,41.526319
bias,-71.270822,41.525197
bias,-71.183036,41.499318
bias,-71.180048,41.498284
bias,-71.206775,41.564588
bias,-71.206448,41.564774
bias,-70.79296,42.235879
bias,-73.595403,41.082597
bias,-73.594848,41.084263
bias,-73.581236,41.081763
bias,-73.581792,41.082319
bias,-73.583458,41.083986
bias,-73.58457,41.085374
bias,-73.593737,41.085652
bias,-73.591792,41.093708
bias,-73.590681,41.093985
bias,-73.589014,41.095374
bias,-73.588181,41.093708
bias,-72.9387,41.7952
bias,-73.008889,41.986667
bias,-73.595681,41.051764
bias,-73.595959,41.05093
bias,-73.596514,41.052319
bias,-73.597625,41.05343
bias,-73.598181,41.054541
bias,-73.598181,41.055375
bias,-73.59957,41.055652
bias,-73.600681,41.055652
bias,-73.600959,41.055652
bias,-73.593736,41.053708
bias,-72.24186,42.411423
bias,-72.233832,42.42384
bias,-72.246526,42.413784
bias,-72.9697,41.7581
bias,-72.240415,42.417284
bias,-72.9575,41.7649
bias,-72.215998,42.434451
bias,-72.348249,42.253565
bias,-72.345888,42.253009
bias,-72.343944,42.252565
bias,-72.341069,42.252398
bias,-72.34086,42.252203
bias,-72.344277,42.252787
bias,-71.7167,41.8181
bias,-71.954722,41.832778
bias,-71.321111,41.495556
bias,-73.49901,41.04843
bias,-73.498455,41.04843
bias,-73.502621,41.044264
bias,-73.502621,41.046208
bias,-73.609292,41.022597
bias,-73.607626,41.023153
bias,-73.622626,41.018986
bias,-73.620682,41.018708
bias,-73.614848,41.022042
bias,-71.743403,42.205372
bias,-71.744236,42.205372
bias,-71.740903,42.205094
bias,-71.739514,42.206483
bias,-71.727569,42.209261
bias,-71.736458,42.204539
bias,-72.82097,41.48365
bias,-72.82071,41.48336
bias,-73.46177,41.07437
bias,-72.994722,42.007222
bias,-72.9296,41.7816
bias,-72.513889,43.324722
bias,-72.490833,43.128056
bias,-72.504444,43.300556
bias,-72.6175,43.369167
bias,-72.621111,43.379167
bias,-72.6225,43.385556
bias,-72.546111,43.312222
bias,-72.498333,43.353333
bias,-72.500278,43.346389
bias,-72.723982,42.006762
bias,-72.730927,41.95843
bias,-72.754816,41.983707
bias,-72.73176,42.005651
bias,-72.6809,41.9005
bias,-72.766484,41.925653
bias,-71.7367,42.34195
bias,-71.7367,42.338633
bias,-71.735244,42.3715
bias,-71.740267,42.490611
bias,-71.560339,41.548434
bias,-71.560617,41.548434
bias,-71.559784,41.546212
bias,-71.563673,41.543434
bias,-72.734262,41.6626
bias,-72.7217,41.6772
bias,-72.576944,43.256667
bias,-72.536667,43.224167
bias,-72.512778,43.373056
bias,-72.549444,43.218056
bias,-72.537222,43.223889
bias,-71.6064,41.7898
bias,-71.5784,41.7853
bias,-71.75255,42.258533
bias,-71.752617,42.258133
bias,-71.752433,42.260667
bias,-71.761667,42.35055
bias,-71.7694,42.3556
bias,-71.762867,42.353883
bias,-71.7637,42.35375
bias,-72.591389,43.261389
bias,-72.523889,43.345
bias,-72.500556,43.377778
bias,-71.55395,41.546212
bias,-71.55395,41.54649
bias,-71.558951,41.548156
bias,-71.560339,41.545656
bias,-71.559506,41.544823
bias,-71.559506,41.544267
bias,-72.498611,43.355556
bias,-71.755278,42.258722
bias,-71.757444,42.258139
bias,-71.83648,41.3313
bias,-71.72,41.629444
bias,-71.661667,41.500278
bias,-71.304406,41.552573
bias,-71.305278,41.553056
bias,-71.759444,41.589167
bias,-71.759167,41.589722
bias,-71.76,41.540833
bias,-71.756389,41.597778
bias,-71.816944,42.304389
bias,-72.517778,43.208611
bias,-72.505278,43.197778
bias,-71.572389,42.2415
bias,-71.574583,42.147333
bias,-71.578278,42.141306
bias,-71.6159,42.1829
bias,-71.615139,42.185556
bias,-71.61475,42.185611
bias,-71.623806,42.202278
bias,-71.552561,41.545934
bias,-71.553673,41.546212
bias,-71.853833,42.267333
bias,-70.813894,42.666994
bias,-71.654167,42.406222
bias,-71.65509,42.40734
bias,-71.656194,42.405556
bias,-71.656833,42.405833
bias,-72.4389,42.6931
bias,-72.974111,43.4285
bias,-72.970361,43.438528
bias,-72.962972,43.442528
bias,-71.703678,41.595655
bias,-71.7034,41.595933
bias,-71.703956,41.598711
bias,-71.702011,41.600655
bias,-72.964722,43.467333
bias,-73.037944,43.449028
bias,-73.045,43.472111
bias,-73.064167,41.9325
bias,-72.9348,41.8761
bias,-71.5855,42.234806
bias,-73.039917,43.468361
bias,-71.883861,42.475361
bias,-71.884722,42.479778
bias,-71.886361,42.479167
bias,-71.885639,42.479833
bias,-71.885528,42.475972
bias,-72.992448,43.344073
bias,-70.0067,41.8925
bias,-70.0333,41.9375
bias,-71.680066,41.558989
bias,-71.679233,41.559822
bias,-71.680899,41.5601
bias,-71.683677,41.558711
bias,-71.683677,41.557878
bias,-72.9375,41.8939
bias,-72.9371,41.8621
bias,-73.047278,43.466917
bias,-73.166472,43.385139
bias,-73.166778,43.385639
bias,-73.180694,43.386417
bias,-73.165056,43.377472
bias,-70.012065,41.897006
bias,-71.781972,42.375944
bias,-70.014265,41.900506
bias,-71.782361,42.375806
bias,-69.994764,41.881507
bias,-69.995664,41.882107
bias,-69.996464,41.881807
bias,-71.516694,42.258528
bias,-71.512056,42.258417
bias,-71.511167,42.258111
bias,-71.508806,42.255083
bias,-71.514028,42.253139
bias,-70.1927,41.2915
bias,-70.1492,41.2783
bias,-70.1258,41.2884
bias,-70.1145,41.2903
bias,-70.042,41.295
bias,-70.1145,41.2728
bias,-67.97952,44.40477
bias,-67.9353,44.4513
bias,-68.34682,44.23774
bias,-68.34628,44.23746
bias,-68.34612,44.23725
bias,-72.993333,41.7775
bias,-72.967222,41.750275
bias,-72.54,43.36
bias,-72.991,43.3604
bias,-72.9949,43.49
bias,-73.1113,43.2835
bias,-73.0981,43.3007
bias,-73.0105,43.2716
bias,-73.01,43.2689
bias,-73.0078,43.2779
bias,-73.0098,43.2749
bias,-73.0077,43.2722
bias,-73.0049,43.1037
bias,-73.0058,43.2707
bias,-73.0055,43.2709
bias,-70.524747,43.384865
bias,-70.523367,43.385105
bias,-70.523977,43.386015
bias,-70.522107,43.390035
bias,-70.526847,43.382585
bias,-70.541097,43.382035
bias,-70.541207,43.380615
bias,-70.540477,43.381765
bias,-70.539837,43.380795
bias,-71.796833,42.386528
bias,-71.797889,42.387139
bias,-71.803361,42.387778
bias,-71.804028,42.386861
bias,-71.802944,42.387611
bias,-71.8754,43.6085
bias,-72.516667,43.134444
bias,-72.515833,43.135278
bias,-71.711457,42.127318
bias,-71.709791,42.127874
bias,-71.712013,42.127596
bias,-72.860933,41.881486
bias,-72.722871,42.014818
bias,-70.016867,41.994404
bias,-70.018668,41.995504
bias,-70.021668,41.999204
bias,-71.366111,41.478611
bias,-71.365,41.4775
bias,-71.3625,41.479167
bias,-71.361389,41.479722
bias,-71.358611,41.478056
bias,-71.358333,41.477222
bias,-71.542667,42.243333
bias,-73.025278,43.222778
bias,-73.117222,43.230556
bias,-73.117778,43.230278
bias,-73.118611,43.230556
bias,-73.122778,43.230556
bias,-73.1275,43.230833
bias,-73.2009,43.230556
bias,-73.108889,43.232222
bias,-73.132222,43.1275
bias,-73.141111,43.097778
bias,-73.141111,43.097222
bias,-73.140278,43.102778
bias,-73.096389,43.128333
bias,-73.110278,43.081944
bias,-73.098333,43.092778
bias,-73.100278,43.091944
bias,-73.103056,43.087778
bias,-73.106667,43.085
bias,-73.110833,43.078333
bias,-73.110278,43.078611
bias,-73.019444,43.077778
bias,-73.033333,43.066389
bias,-72.610833,43.346389
bias,-72.600833,43.367222
bias,-72.9154,41.7643
bias,-71.396667,41.461667
bias,-71.395278,41.461389
bias,-71.395556,41.458889
bias,-71.395833,41.458611
bias,-71.400556,41.4525
bias,-71.400833,41.452222
bias,-71.3704,42.8863
bias,-72.461667,41.466111
bias,-72.462222,41.465833
bias,-72.4625,41.465278
bias,-72.461944,41.468333
bias,-72.463056,41.467778
bias,-72.1117,41.6801
bias,-72.0866,41.6638
bias,-72.0819,41.6983
bias,-72.0803,41.6645
bias,-72.598611,43.255833
bias,-72.67,43.238056
bias,-71.31644,42.53601
bias,-71.31563,42.53384
bias,-71.131622,42.53216
bias,-71.31634,42.52669
bias,-71.31376,42.53334
bias,-71.3172,42.5296
bias,-69.975865,41.910606
bias,-69.979765,41.912006
bias,-69.980365,41.911706
bias,-72.4825,41.382778
bias,-72.483333,41.384167
bias,-72.481389,41.382222
bias,-72.463333,41.386667
bias,-72.456667,41.3875
bias,-72.068,41.7121
bias,-72.0572,41.7119
bias,-72.1059,41.7103
bias,-72.0608,41.7107
bias,-72.0664,41.7112
bias,-71.9816,41.8475
bias,-71.9759,41.8507
bias,-71.971,41.8506
bias,-71.9802,41.8256
bias,-71.9835,41.8259
bias,-71.9847,41.8311
bias,-71.889417,42.464083
bias,-71.8859,42.4602
bias,-69.974265,41.922506
bias,-71.31876,42.53172
bias,-71.31029,42.52815
bias,-71.31543,42.52768
bias,-71.32061,42.53012
bias,-71.606139,42.209333
bias,-71.30914,42.53147
bias,-70.571268,43.433574
bias,-70.570738,43.434024
bias,-70.572928,43.432204
bias,-70.573138,43.432024
bias,-70.540687,43.475924
bias,-70.540627,43.474714
bias,-70.540447,43.477874
bias,-70.540867,43.473154
bias,-70.540647,43.472514
bias,-70.542287,43.471114
bias,-70.546338,43.466284
bias,-70.545948,43.467364
bias,-70.546688,43.466264
bias,-70.549308,43.459194
bias,-70.549498,43.459994
bias,-70.549118,43.461214
bias,-70.550758,43.457524
bias,-70.613629,43.412554
bias,-70.607829,43.419694
bias,-70.609339,43.416274
bias,-70.608749,43.417854
bias,-70.608249,43.418554
bias,-70.598689,43.423274
bias,-72.32199,43.020583
bias,-72.321466,43.0207
bias,-72.4,43.016873
bias,-72.32285,43.02253
bias,-72.32332,43.02332
bias,-71.978694,44.729722
bias,-71.971306,44.735528
bias,-71.988167,44.716778
bias,-72.047444,44.776583
bias,-71.89525,44.800944
bias,-71.610611,42.211778
bias,-71.58975,42.196417
bias,-71.450333,42.464633
bias,-71.4526,42.465933
bias,-71.449517,42.465867
bias,-72.481389,41.433889
bias,-72.481389,41.430556
bias,-72.476111,41.44
bias,-72.476944,41.440278
bias,-72.477778,41.44
bias,-72.478056,41.440556
bias,-72.476944,41.438056
bias,-72.474722,41.431389
bias,-72.478056,41.441389
bias,-72.32023,43.0043
bias,-72.31843,43.006183
bias,-72.31818,43.00735
bias,-72.31992,43.007833
bias,-72.316433,43.003467
bias,-71.2998,42.65867
bias,-71.30049,42.56985
bias,-71.30492,42.58335
bias,-71.30233,42.58636
bias,-71.8297,42.4025
bias,-71.836306,42.397528
bias,-71.840472,42.399167
bias,-71.838667,42.389583
bias,-71.840194,42.391611
bias,-71.453233,42.462183
bias,-68.112694,44.54925
bias,-68.10552,44.55489
bias,-68.0971,44.46917
bias,-68.0975,44.46974
bias,-68.229083,44.529889
bias,-68.235194,44.525583
bias,-68.346333,44.495694
bias,-68.348944,44.472333
bias,-68.337444,44.458806
bias,-68.280528,44.454111
bias,-68.299028,44.451556
bias,-68.300389,44.452806
bias,-68.302667,44.454222
bias,-68.302611,44.455083
bias,-68.313833,44.48
bias,-70.0732,43.823
bias,-70.0741,43.8249
bias,-70.0825,43.825278
bias,-70.083889,43.825
bias,-70.0741,43.8244
bias,-70.0743,43.8238
bias,-70.0733,43.8239
bias,-70.074,43.8252
bias,-70.0751,43.8284
bias,-71.847417,42.420028
bias,-71.837528,42.424944
bias,-71.8415,42.421417
bias,-71.847417,42.419528
bias,-72.517778,43.143056
bias,-72.30645,42.99588
bias,-72.30638,42.99535
bias,-72.3062,42.99328
bias,-72.3063,42.99253
bias,-72.3056,42.9984
bias,-72.22718,42.34412
bias,-72.23342,42.35125
bias,-71.1584,42.4601
bias,-72.23335,42.34932
bias,-72.23233,42.34467
bias,-72.23233,42.33933
bias,-72.23072,42.35203
bias,-72.22453,42.35512
bias,-72.22473,42.35482
bias,-72.22663,42.356
bias,-72.23412,42.34448
bias,-72.23109,42.34502
bias,-71.116667,41.504722
bias,-71.144167,41.504444
bias,-71.133611,41.504722
bias,-72.516944,43.164722
bias,-72.516944,43.140556
bias,-71.359444,42.523611
bias,-71.398611,42.546667
bias,-71.0908,42.4632
bias,-71.324722,42.566944
bias,-71.2175,42.543056
bias,-71.383889,42.509167
bias,-71.374444,42.517222
bias,-73.1134,41.1607
bias,-73.1032,41.1518
bias,-69.5921,45.6051
bias,-72.510278,43.183333
bias,-71.747361,42.333778
bias,-71.73825,42.335028
bias,-71.738167,42.338778
bias,-72.26798,43.02533
bias,-72.2976,43.1215
bias,-72.296,43.1227
bias,-72.2968,43.12175
bias,-72.8804,43.1734
bias,-72.877667,43.170667
bias,-72.969,43.207389
bias,-72.859222,43.184778
bias,-72.862321,43.132855
bias,-72.937222,43.21125
bias,-72.885322,43.144577
bias,-72.935556,43.226611
bias,-72.934444,43.212222
bias,-72.899722,43.229722
bias,-72.898333,43.230833
bias,-73.52163,41.46388
bias,-71.712012,41.571211
bias,-71.709512,41.569266
bias,-72.23751,41.81204
bias,-71.520194,42.15675
bias,-71.560917,42.187639
bias,-71.558639,42.205361
bias,-71.62,42.227889
bias,-71.966633,44.024916
bias,-71.963516,44.023166
bias,-71.297683,44.369766
bias,-71.9454,43.95535
bias,-71.89,43.9219
bias,-71.036316,44.155833
bias,-71.019416,44.1596
bias,-71.258966,44.369883
bias,-71.2696,44.371416
bias,-71.262866,44.372916
bias,-71.26065,44.373333
bias,-71.287,44.371216
bias,-71.271566,44.370916
bias,-71.3294,44.361433
bias,-71.698566,44.032866
bias,-71.316667,44.358333
bias,-71.933333,43.9
bias,-71.666667,43.815556
bias,-71.385743,44.353143
bias,-71.6907,44.015116
bias,-71.9754,43.983533
bias,-71.975133,43.9834
bias,-71.974883,43.983066
bias,-71.3528,44.3586
bias,-72.03035,44.719766
bias,-72.03535,44.72555
bias,-71.9523,44.588966
bias,-71.894383,44.58465
bias,-71.895016,44.584483
bias,-71.895866,44.583266
bias,-71.8933,44.5712
bias,-71.9013,44.588716
bias,-71.89433,44.585216
bias,-73.683056,41.058611
