"Longitude","Latitude","X","Y","species"
-85.934403,14.995288,-9566173.98358396,1639719.03804799,"Tapirus bairdii"
-85.939402,15.001838,-9566730.46971844,1640419.25339164,"Tapirus bairdii"
-85.847317,15.037097,-9556479.61440874,1644188.19045346,"Tapirus bairdii"
-85.843147,15.027304,-9556015.41213213,1643141.44906952,"Tapirus bairdii"
-85.844484,15.0243,-9556164.24629132,1642820.3520566,"Tapirus bairdii"
-85.698856,15.04773,-9539953.01148608,1645324.66359608,"Tapirus bairdii"
-85.699182,15.049196,-9539989.30164007,1645481.34783636,"Tapirus bairdii"
-85.705098,15.086074,-9540647.86774761,1649422.47618605,"Tapirus bairdii"
-85.935928,14.997175,-9566343.74580742,1639920.76635309,"Tapirus bairdii"
-86.895015,15.664368,-9673108.82227387,1711136.17062762,"Tapirus bairdii"
-87.311691,15.511844,-9719492.98241965,1694875.55807234,"Tapirus bairdii"
-87.279821,15.525738,-9715945.23024806,1696357.2869084,"Tapirus bairdii"
-85.024763,15.662761,-9464913.32197877,1710964.9095315,"Tapirus bairdii"
-85.009845,15.663376,-9463252.65781511,1711030.45142536,"Tapirus bairdii"
-85.03294,15.646488,-9465823.58145498,1709230.59050279,"Tapirus bairdii"
-85.031288,15.648579,-9465639.68165619,1709453.44945457,"Tapirus bairdii"
-85.034226,15.66806,-9465966.73832015,1711529.62922818,"Tapirus bairdii"
-85.047001,15.660485,-9467388.84481503,1710722.34956501,"Tapirus bairdii"
-85.065699,15.669497,-9469470.29665388,1711682.76928438,"Tapirus bairdii"
-85.066314,15.650689,-9469538.75814072,1709678.33117587,"Tapirus bairdii"
-85.06395,15.642246,-9469275.59886448,1708778.47097024,"Tapirus bairdii"
-84.649679,15.462534,-9423159.16209406,1689616.09731135,"Tapirus bairdii"
-84.662999,15.46178,-9424641.93771143,1689535.66532433,"Tapirus bairdii"
-84.675081,15.460896,-9425986.89979919,1689441.36538978,"Tapirus bairdii"
-84.700689,15.459266,-9428837.56931943,1689267.48552234,"Tapirus bairdii"
-84.62917,15.47611,-9420876.11065738,1691064.2509096,"Tapirus bairdii"
-84.618714,15.495123,-9419712.15406165,1693092.21423385,"Tapirus bairdii"
-84.641581,15.461951,-9422257.69685762,1689553.90655597,"Tapirus bairdii"
-84.630211,15.464829,-9420991.9942473,1689860.91174814,"Tapirus bairdii"
-84.648581,15.478883,-9423036.93329317,1691360.03577145,"Tapirus bairdii"
-84.661072,15.474038,-9424427.42505267,1690843.23640188,"Tapirus bairdii"
-84.675736,15.477354,-9426059.81406566,1691196.94391133,"Tapirus bairdii"
-84.654714,15.446334,-9423719.65573021,1687887.92019286,"Tapirus bairdii"
-84.64831,15.44679,-9423006.76571117,1687936.5669799,"Tapirus bairdii"
-84.65399,15.449434,-9423639.06041887,1688218.63094335,"Tapirus bairdii"
-85.064128,14.576412,-9469295.41373384,1594896.8657736,"Tapirus bairdii"
-85.429701,14.551406,-9509990.81394161,1592218.42467086,"Tapirus bairdii"
-85.318584,14.280036,-9497621.32608314,1563132.53829177,"Tapirus bairdii"
-85.064691,14.578911,-9469358.08660716,1595164.52222589,"Tapirus bairdii"
-85.297191,14.281701,-9495239.8682166,1563311.10068349,"Tapirus bairdii"
-85.306916,14.258921,-9496322.45026456,1560867.9552342,"Tapirus bairdii"
-85.354326,14.469516,-9501600.10732307,1583444.96004394,"Tapirus bairdii"
-85.429977,14.551688,-9510021.53812107,1592248.63188741,"Tapirus bairdii"
-85.446453,14.552395,-9511855.63805138,1592324.36399894,"Tapirus bairdii"
-85.106631,14.645299,-9474026.82605103,1602273.95165347,"Tapirus bairdii"
-85.311142,14.682095,-9496792.88643266,1606213.49796674,"Tapirus bairdii"
-85.53519,14.933984,-9521733.79570591,1633164.43775429,"Tapirus bairdii"
-85.288401,14.264998,-9494261.36989252,1561519.73448848,"Tapirus bairdii"
-85.306636,14.259199,-9496291.28080714,1560897.77206894,"Tapirus bairdii"
-85.123718,14.59406,-9475928.94219021,1596786.99890163,"Tapirus bairdii"
-85.049772,14.58289,-9467697.31112402,1595590.68859537,"Tapirus bairdii"
-85.085703,14.579509,-9471697.13174771,1595228.57083,"Tapirus bairdii"
-85.288302,14.672519,-9494250.34926294,1605188.31020235,"Tapirus bairdii"
-85.191693,14.743645,-9483495.88457689,1612801.8742066,"Tapirus bairdii"
-85.186085,14.760302,-9482871.60487252,1614584.54502116,"Tapirus bairdii"
-85.825952,14.970374,-9554101.27348794,1637055.46315115,"Tapirus bairdii"
-85.825985,14.97127,-9554104.94703114,1637151.2604378,"Tapirus bairdii"
-85.825995,14.971107,-9554106.06022604,1637133.83305869,"Tapirus bairdii"
-85.824551,14.973323,-9553945.31488134,1637370.75877468,"Tapirus bairdii"
-85.826996,14.978588,-9554217.49103633,1637933.66159859,"Tapirus bairdii"
-85.829142,14.972,-9554456.38266357,1637229.30927768,"Tapirus bairdii"
-85.832047,14.973054,-9554779.76578433,1637341.99851509,"Tapirus bairdii"
-85.833128,14.97438,-9554900.10215387,1637483.76807822,"Tapirus bairdii"
-85.834828,14.972978,-9555089.34528822,1637333.87293351,"Tapirus bairdii"
-85.838765,14.970512,-9555527.61012347,1637070.2176694,"Tapirus bairdii"
-78.35002383,7.896973246,-8721884.75639645,870513.414681362,"Tapirus bairdii"
-77.703211,7.960709,-8649881.88152229,877495.354454065,"Tapirus bairdii"
-77.39904634,7.960760153,-8616022.42645378,877500.95759117,"Tapirus bairdii"
-77.708241,7.982329,-8650441.81856098,879863.479815119,"Tapirus bairdii"
-77.765722,7.995056,-8656840.57421127,881257.46216768,"Tapirus bairdii"
-77.680851,8.03763,-8647392.77770816,885920.264311189,"Tapirus bairdii"
-77.726078,8.047454,-8652427.42431826,886996.143772542,"Tapirus bairdii"
-78.11675275,8.097819431,-8695917.13855405,892511.535449253,"Tapirus bairdii"
-77.51072417,8.303048186,-8628454.34562228,914978.631524187,"Tapirus bairdii"
-81.06540275,8.568211447,-9024159.35508164,943989.993436584,"Tapirus bairdii"
-80.66530957,8.670960313,-8979621.18601418,955226.427933756,"Tapirus bairdii"
-78.45404239,8.790454601,-8733464.0495287,968290.34642819,"Tapirus bairdii"
-77.97190527,8.88728132,-8679792.79083776,978873.087664029,"Tapirus bairdii"
-80.64557682,8.890004108,-8977424.54633223,979170.637380567,"Tapirus bairdii"
-81.69522942,8.92936534,-9094271.33927406,983471.841636648,"Tapirus bairdii"
-80.68867959,8.996049881,-8982222.72474041,990757.771542868,"Tapirus bairdii"
-79.8635189,9.1565983,-8890366.25690698,1008293.8552999,"Tapirus bairdii"
-79.7605962,9.1687499,-8878908.95435191,1009620.81538124,"Tapirus bairdii"
-79.80171003,9.20502019,-8883485.72497207,1013581.28374279,"Tapirus bairdii"
-78.66431677,9.243702672,-8756871.68643717,1017804.71097162,"Tapirus bairdii"
-79.96903826,9.321874044,-8902112.61833101,1026338.22921714,"Tapirus bairdii"
-82.62287305,9.339017105,-9197536.15580329,1028209.3901236,"Tapirus bairdii"
-79.0001838,9.34942944,-8794260.23319102,1029345.85017614,"Tapirus bairdii"
-79.56567431,9.475171532,-8857210.34881265,1043067.41482986,"Tapirus bairdii"
-79.56502772,9.479545285,-8857138.3707431,1043544.61149206,"Tapirus bairdii"
-82.52103646,9.518468842,-9186199.75846036,1047791.09015621,"Tapirus bairdii"
-88.41341655,17.51069939,-9842136.50963959,1907002.23683884,"Tapirus bairdii"
-88.41330046,17.51030259,-9842123.5865599,1906960.34333158,"Tapirus bairdii"
-88.41334524,17.5051332,-9842128.5714467,1906414.55927121,"Tapirus bairdii"
-88.40945425,17.49029523,-9841695.42842122,1904847.88263648,"Tapirus bairdii"
-88.28589307,17.54574552,-9827940.6607818,1910701.99850342,"Tapirus bairdii"
-88.29321573,17.53686852,-9828755.81556425,1909764.93433248,"Tapirus bairdii"
-88.40322966,17.56259803,-9841002.51023202,1912480.84151211,"Tapirus bairdii"
-88.40325744,17.56253457,-9841005.60268747,1912474.14338394,"Tapirus bairdii"
-88.41037164,17.52984301,-9841797.55180887,1909023.28339265,"Tapirus bairdii"
-88.5424192,17.35775413,-9856497.01894857,1890847.9236352,"Tapirus bairdii"
-88.41020553,17.530287,-9841779.06052826,1909070.15421484,"Tapirus bairdii"
-88.40967571,17.49092624,-9841720.08123565,1904914.51077469,"Tapirus bairdii"
-88.46446967,17.32616015,-9847819.71696139,1887509.27581759,"Tapirus bairdii"
-88.44891197,17.30147608,-9846087.84171948,1884900.43270185,"Tapirus bairdii"
-88.45626495,17.30819143,-9846906.37170889,1885610.20746681,"Tapirus bairdii"
-88.42554491,17.2979384,-9843486.63249894,1884526.50963472,"Tapirus bairdii"
-88.45277936,17.31836514,-9846518.35760498,1886685.46326992,"Tapirus bairdii"
-88.44072755,17.30026988,-9845176.75625264,1884772.94146036,"Tapirus bairdii"
-88.45521151,17.31061193,-9846789.10330451,1885866.03451715,"Tapirus bairdii"
-88.47883688,17.35908396,-9849419.06746271,1890988.43917924,"Tapirus bairdii"
-88.46462966,17.32735184,-9847837.52696672,1887635.21609813,"Tapirus bairdii"
-88.46003839,17.31308004,-9847326.42912823,1886126.89017135,"Tapirus bairdii"
-88.4460425,17.32550784,-9845768.41378023,1887440.33800092,"Tapirus bairdii"
-88.4737347,17.31523898,-9848851.09538318,1886355.06670757,"Tapirus bairdii"
-88.44896224,17.31870004,-9846093.43775028,1886720.85774498,"Tapirus bairdii"
-88.98560841,16.71782471,-9905832.61613084,1823116.22972576,"Tapirus bairdii"
-89.04282191,16.84520174,-9912201.59381734,1836616.08683904,"Tapirus bairdii"
-89.00175429,16.75377345,-9907629.96727085,1826927.09493498,"Tapirus bairdii"
-83.502314,9.918271,-9295435.07454004,1091381.05761571,"Tapirus bairdii"
-83.490182,9.429188,-9294084.54647774,1038050.04115523,"Tapirus bairdii"
-82.979595,9.110952,-9237246.26163207,1003308.86500302,"Tapirus bairdii"
-82.897098,8.996272,-9228062.7376001,990782.038008939,"Tapirus bairdii"
-83.210199,9.342346,-9262916.98148696,1028572.72780542,"Tapirus bairdii"
-83.18807,9.351956,-9260453.5924752,1029621.60797097,"Tapirus bairdii"
-83.160955,9.375069,-9257435.16448234,1032144.15285936,"Tapirus bairdii"
-83.5691,8.6825,-9302869.65805216,956488.201477646,"Tapirus bairdii"
-83.5719,8.6786,-9303181.35262638,956061.771535283,"Tapirus bairdii"
-83.5727,8.6803,-9303270.40821901,956247.651784324,"Tapirus bairdii"
-83.5726,8.6803,-9303259.27626993,956247.651784324,"Tapirus bairdii"
-83.5714,8.6831,-9303125.69288098,956553.805701087,"Tapirus bairdii"
-83.5731,8.68237,-9303314.93601533,956473.987215767,"Tapirus bairdii"
-83.57483,8.68148,-9303507.5187344,956376.674063326,"Tapirus bairdii"
-83.58497,8.68579,-9304636.29837105,956847.930046859,"Tapirus bairdii"
-83.57519,8.68124,-9303547.59375109,956350.432275876,"Tapirus bairdii"
-83.72792,8.627946,-9320549.41957995,950522.820728945,"Tapirus bairdii"
-83.54337,8.551778,-9300005.40755405,942192.585503788,"Tapirus bairdii"
-83.549969,8.542552,-9300740.00487379,941183.458842259,"Tapirus bairdii"
-83.556031,8.540787,-9301414.82362698,940990.402961693,"Tapirus bairdii"
-83.557661,8.540812,-9301596.27439697,940993.137470325,"Tapirus bairdii"
-83.584233,8.520457,-9304554.25590633,938766.642822226,"Tapirus bairdii"
-83.590533,8.516424,-9305255.56869833,938325.486747183,"Tapirus bairdii"
-83.600355,8.492961,-9306348.9487369,935758.859698192,"Tapirus bairdii"
-83.601514,8.505802,-9306477.96802673,937163.560837056,"Tapirus bairdii"
-83.596076,8.485054,-9305872.6126358,934893.875320228,"Tapirus bairdii"
-83.590194,8.481382,-9305217.83139095,934492.171858797,"Tapirus bairdii"
-83.58972,8.481267,-9305165.06595232,934479.591216151,"Tapirus bairdii"
-83.595542,8.490899,-9305813.16802771,935533.289372725,"Tapirus bairdii"
-83.60994,8.5814,-9307415.94605616,945432.436450902,"Tapirus bairdii"
-83.60755,8.60822,-9307149.89247316,948365.611587986,"Tapirus bairdii"
-83.65459,8.62693,-9312386.36132007,950411.71499777,"Tapirus bairdii"
-83.61943,8.64555,-9308472.36802378,952447.878111366,"Tapirus bairdii"
-83.58221,8.66337,-9304329.05657646,954396.466634307,"Tapirus bairdii"
-83.70484,8.62794,-9317980.16573244,950522.164593589,"Tapirus bairdii"
-83.66394,8.64679,-9313427.19855899,952583.473036879,"Tapirus bairdii"
-83.70371,8.58188,-9317854.37470784,945484.933530509,"Tapirus bairdii"
-83.71237,8.62401,-9318818.40149811,950092.393756325,"Tapirus bairdii"
-83.71296,8.631,-9318884.07999768,950856.792305795,"Tapirus bairdii"
-83.60414,8.57263,-9306770.29300955,944473.259684742,"Tapirus bairdii"
-83.683,8.61573,-9315548.94805351,949186.908126784,"Tapirus bairdii"
-83.66472,8.63783,-9313514.02776181,951603.680578021,"Tapirus bairdii"
-83.69747,8.58297,-9317159.74108529,945604.145408745,"Tapirus bairdii"
-83.61751,8.64064,-9308258.63460146,951910.961680548,"Tapirus bairdii"
-83.71988,8.62761,-9319654.41087397,950486.077133527,"Tapirus bairdii"
-83.69794,8.58289,-9317212.06124596,945595.39592443,"Tapirus bairdii"
-83.69869,8.58256,-9317295.55086406,945559.304282645,"Tapirus bairdii"
-83.69812,8.58298,-9317232.09875431,945605.23909416,"Tapirus bairdii"
-83.69003,8.68656,-9316331.52407379,956932.121395931,"Tapirus bairdii"
-83.66634,8.63425,-9313694.3653369,951212.194662862,"Tapirus bairdii"
-83.67648,8.58187,-9314823.14497354,945483.839842011,"Tapirus bairdii"
-83.6121,8.57686,-9307656.39615627,944935.89837694,"Tapirus bairdii"
-83.6719,8.58249,-9314313.30170571,945551.648475915,"Tapirus bairdii"
-83.53849,8.66127,-9299462.16843898,954166.839660693,"Tapirus bairdii"
-83.48153,8.7403,-9293121.41024339,962807.604820497,"Tapirus bairdii"
