"Longitude","Latitude","X","Y","species"
-85.65424,10.80338,-9534986.38108484,1187696.30713399,"Tapirus bairdii"
-85.64673,10.79748,-9534150.37170899,1187055.17402666,"Tapirus bairdii"
-85.55545,10.97311,-9523989.12858938,1206135.01288881,"Tapirus bairdii"
-85.54981,10.97296,-9523361.2866613,1206118.72209221,"Tapirus bairdii"
-85.54582,10.97514,-9522917.12189304,1206355.4808772,"Tapirus bairdii"
-85.54075,10.97948,-9522352.73207472,1206826.82128126,"Tapirus bairdii"
-85.53622,10.98291,-9521848.45478142,1207199.32747205,"Tapirus bairdii"
-85.52785,10.98206,-9520916.71064348,1207107.01583515,"Tapirus bairdii"
-85.17611,10.78667,-9481761.19295186,1185880.4559543,"Tapirus bairdii"
-85.12622,10.7685,-9476207.46355618,1183905.83717432,"Tapirus bairdii"
-84.9875,10.67139,-9460765.22379334,1173350.47751708,"Tapirus bairdii"
-84.84861,10.74722,-9445304.05971706,1181593.09266997,"Tapirus bairdii"
-84.23472,10.185,-9376966.13751398,1120433.54828343,"Tapirus bairdii"
-84.21667,10.18361,-9374956.82070516,1120282.20835596,"Tapirus bairdii"
-84.11944,10.1325,-9364133.22661533,1114717.02651716,"Tapirus bairdii"
-84.11806,10.13194,-9363979.60571803,1114656.04536142,"Tapirus bairdii"
-84.11722,10.13194,-9363886.09734577,1114656.04536142,"Tapirus bairdii"
-84.11694,10.1325,-9363854.92788834,1114717.02651716,"Tapirus bairdii"
-84.11667,10.1325,-9363824.87162583,1114717.02651716,"Tapirus bairdii"
-84.10694,10.13472,-9362741.73298041,1114958.77222073,"Tapirus bairdii"
-84.08194,10.32778,-9359958.74571058,1135975.6602113,"Tapirus bairdii"
-84.08167,10.32167,-9359928.68944807,1135310.70503699,"Tapirus bairdii"
-84.08083,10.32639,-9359835.1810758,1135824.38673569,"Tapirus bairdii"
-84.08083,10.32083,-9359835.1810758,1135219.28632058,"Tapirus bairdii"
-84.08083,10.325,-9359835.1810758,1135673.11260871,"Tapirus bairdii"
-84.08056,10.32917,-9359805.12481329,1136126.93303549,"Tapirus bairdii"
-84.08056,10.325,-9359805.12481329,1135673.11260871,"Tapirus bairdii"
-84.08056,10.31806,-9359805.12481329,1134917.82053549,"Tapirus bairdii"
-84.08,10.32889,-9359742.78589844,1136096.46086431,"Tapirus bairdii"
-84.07639,10.32528,-9359340.92253668,1135703.58514711,"Tapirus bairdii"
-84.07472,10.3225,-9359155.01898705,1135401.03520181,"Tapirus bairdii"
-84.07472,10.32444,-9359155.01898705,1135612.16745265,"Tapirus bairdii"
-84.07444,10.31694,-9359123.84952963,1134795.92749867,"Tapirus bairdii"
-84.07278,10.31611,-9358939.05917491,1134705.59577916,"Tapirus bairdii"
-84.06806,10.32639,-9358413.63117837,1135824.38673569,"Tapirus bairdii"
-84.06667,10.31667,-9358258.89708617,1134766.54250694,"Tapirus bairdii"
-84.00194,10.05083,-9351053.18644712,1105822.48547731,"Tapirus bairdii"
-83.99722,10.05083,-9350527.75845058,1105822.48547731,"Tapirus bairdii"
-83.99639,10.05083,-9350435.36327322,1105822.48547731,"Tapirus bairdii"
-83.98333,10.05,-9348981.53072345,1105732.08032003,"Tapirus bairdii"
-83.94472,10.15472,-9344683.48518393,1117136.58787064,"Tapirus bairdii"
-83.94417,10.15611,-9344622.25946399,1117287.94113231,"Tapirus bairdii"
-83.94361,10.1575,-9344559.92054915,1117439.29375327,"Tapirus bairdii"
-83.94194,10.15833,-9344374.01699952,1117529.6694732,"Tapirus bairdii"
-83.94,10.16361,-9344158.05718738,1118104.58436477,"Tapirus bairdii"
-83.93472,10.15083,-9343570.29027599,1116713.01310774,"Tapirus bairdii"
-83.93444,10.15056,-9343539.12081857,1116683.61313085,"Tapirus bairdii"
-83.93417,10.15139,-9343509.06455606,1116773.99076058,"Tapirus bairdii"
-83.93333,10.15,-9343415.55618379,1116622.63532397,"Tapirus bairdii"
-83.73254,8.60825,-9321063.71562741,948368.892431303,"Tapirus bairdii"
-83.72547,8.61735,-9320276.6868275,949364.069878488,"Tapirus bairdii"
-83.69366,8.5787,-9316735.61382537,945137.139173992,"Tapirus bairdii"
-83.66258,8.54238,-9313275.80405151,941164.645502918,"Tapirus bairdii"
-83.65044,8.52834,-9311924.38543328,939628.924144669,"Tapirus bairdii"
-83.63441,8.51526,-9310139.93399587,938198.159926518,"Tapirus bairdii"
-83.63341,8.54236,-9310028.61450507,941162.457904783,"Tapirus bairdii"
-83.59907,8.5243,-9306205.90319123,939187.011232018,"Tapirus bairdii"
-83.59226,8.54372,-9305447.81745893,941311.214323448,"Tapirus bairdii"
-83.59141,8.55302,-9305353.19589175,942328.431867651,"Tapirus bairdii"
-83.59056,8.47833,-9305258.57432458,934158.291300241,"Tapirus bairdii"
-83.59028,8.48111,-9305227.40486716,934462.415898103,"Tapirus bairdii"
-83.58976,8.50148,-9305169.51873195,936690.774244478,"Tapirus bairdii"
-83.58917,8.48,-9305103.84023238,934340.985110564,"Tapirus bairdii"
-83.57199,8.45414,-9303191.37138055,931511.879375199,"Tapirus bairdii"
-83.56682,8.53102,-9302615.84961315,939922.071784377,"Tapirus bairdii"
-83.55746,8.54622,-9301573.89917933,941584.662274859,"Tapirus bairdii"
-83.55164,8.44652,-9300926.01974291,930678.209691561,"Tapirus bairdii"
-83.54894,8.57747,-9300625.45711777,945002.614181149,"Tapirus bairdii"
-83.54721,8.60028,-9300432.87439869,947497.27282225,"Tapirus bairdii"
-83.54054,8.50227,-9299690.3733951,936777.193282937,"Tapirus bairdii"
-83.53874,8.58422,-9299489.99831167,945740.855867962,"Tapirus bairdii"
-83.53119,8.50986,-9298649.53615618,937607.46355794,"Tapirus bairdii"
-83.52787,8.44987,-9298279.95544675,931044.719992815,"Tapirus bairdii"
-83.51674,8.58412,-9297040.96951422,945729.919047359,"Tapirus bairdii"
-83.51418,8.53856,-9296755.99161779,940746.812232857,"Tapirus bairdii"
-83.51005,8.45492,-9296296.24212082,931597.214736871,"Tapirus bairdii"
-83.44206,8.5241,-9288727.62994178,939165.134236987,"Tapirus bairdii"
-83.42849,8.51733,-9287217.02445172,938424.591382626,"Tapirus bairdii"
-83.05167,8.48333,-9245269.61393099,934705.276448342,"Tapirus bairdii"
-85.66229,10.77964,-9535882.50298573,1185116.4867873,"Tapirus bairdii"
-85.6552,10.77245,-9535093.247796,1184335.1120028,"Tapirus bairdii"
-83.330272,8.408511,-9276283.44670498,926519.578013005,"Tapirus bairdii"
-83.335567,8.411189,-9276872.88340873,926812.59573821,"Tapirus bairdii"
-83.364047,8.44045,-9280043.26250653,930014.107013412,"Tapirus bairdii"
-83.477811,8.453836,-9292707.41305713,931478.620419471,"Tapirus bairdii"
-83.485233,8.452106,-9293533.6263178,931289.350218093,"Tapirus bairdii"
-83.534083,8.614911,-9298971.58344305,949097.342737688,"Tapirus bairdii"
-83.541875,8.583819,-9299838.98491531,945696.999200407,"Tapirus bairdii"
-83.555758,8.4558,-9301384.43340599,931693.490327652,"Tapirus bairdii"
-83.563108,8.565281,-9302202.63166333,943669.481392538,"Tapirus bairdii"
-83.577008,8.518547,-9303749.97258535,938557.715019994,"Tapirus bairdii"
-83.597783,8.493472,-9306062.63500658,935814.759824277,"Tapirus bairdii"
-83.598967,8.499506,-9306194.43728368,936474.835281385,"Tapirus bairdii"
-83.601906,8.488456,-9306521.60526712,935266.038424816,"Tapirus bairdii"
-83.615647,8.500003,-9308051.24639011,936529.20299465,"Tapirus bairdii"
-85.60502,10.87184,-9529507.235748,1195134.72542489,"Tapirus bairdii"
-85.61022,10.83687,-9530086.09710012,1191335.31978223,"Tapirus bairdii"
-85.6105,10.8604,-9530117.26655755,1193891.84486631,"Tapirus bairdii"
-85.61185,10.88314,-9530267.54787012,1196362.35032601,"Tapirus bairdii"
-85.61224,10.88198,-9530310.96247153,1196236.33074256,"Tapirus bairdii"
-85.63483,10.8253,-9532825.66976855,1190078.1720788,"Tapirus bairdii"
-85.6372,10.85003,-9533089.49696173,1192765.17267328,"Tapirus bairdii"
-85.64294,10.82209,-9533728.47083888,1189729.37855157,"Tapirus bairdii"
-85.64515,10.7719,-9533974.48691353,1184275.33988699,"Tapirus bairdii"
-85.64526,10.77187,-9533986.73205752,1184272.0795867,"Tapirus bairdii"
-85.64658,10.86678,-9534133.67378537,1194584.99551678,"Tapirus bairdii"
-85.65086,10.80113,-9534610.12120596,1187451.80866749,"Tapirus bairdii"
-85.66299,10.86302,-9535960.42662928,1194176.49468517,"Tapirus bairdii"
-85.66312,10.86298,-9535974.89816309,1194172.1489047,"Tapirus bairdii"
-85.66517,10.79562,-9536203.10311921,1186853.05155466,"Tapirus bairdii"
-85.68364,10.80291,-9538259.17411417,1187645.23426845,"Tapirus bairdii"
-85.68565,10.86004,-9538482.92629066,1193852.73248735,"Tapirus bairdii"
-85.68749,10.86011,-9538687.75415372,1193860.33767574,"Tapirus bairdii"
-85.69203,10.80812,-9539193.14464192,1188211.37806245,"Tapirus bairdii"
-85.70014,10.80757,-9540095.94571226,1188151.61285473,"Tapirus bairdii"
-85.70044,10.80802,-9540129.34155949,1188200.51166898,"Tapirus bairdii"
-85.71838,10.86266,-9542126.41322432,1194137.38264051,"Tapirus bairdii"
-85.74666,10.91466,-9545274.52842396,1199786.42351852,"Tapirus bairdii"
-85.75078,10.90287,-9545733.16472603,1198505.69639339,"Tapirus bairdii"
-85.77132,10.84704,-9548019.66706692,1192440.31026174,"Tapirus bairdii"
-77.08957,7.79997,-8581571.67787242,859885.173526297,"Tapirus bairdii"
-77.05,7.933333,-8577166.76562173,874496.57676809,"Tapirus bairdii"
-77.46611,7.13494,-8623487.91893572,786957.534608577,"Tapirus bairdii"
-89.88,16.29212,-10005395.8324994,1777935.12803394,"Tapirus bairdii"
-89.2442,16.4227,-9934618.90025307,1791804.20757994,"Tapirus bairdii"
-89.2476,16.4239,-9934997.38652176,1791931.61919896,"Tapirus bairdii"
-89.2579,16.385,-9936143.97727693,1787800.96885924,"Tapirus bairdii"
-89.3598,16.4029,-9947487.43338877,1789701.80515036,"Tapirus bairdii"
-89.2581,16.4245,-9936166.24117509,1791995.32472077,"Tapirus bairdii"
-89.2574,16.4291,-9936088.31753154,1792483.72734857,"Tapirus bairdii"
-89.2796,16.4465,-9938559.61022715,1794331.06134415,"Tapirus bairdii"
-89.246,16.4229,-9934819.27533649,1791825.44290306,"Tapirus bairdii"
-89.2467,16.4241,-9934897.19898005,1791952.85439421,"Tapirus bairdii"
-89.2743,16.4473,-9937969.61692594,1794415.99235793,"Tapirus bairdii"
-89.39522,17.11324,-9951430.36975266,1864994.6857723,"Tapirus bairdii"
-89.41914,17.17277,-9954093.13197244,1871292.04894891,"Tapirus bairdii"
-89.4114,17.1753,-9953231.5191137,1871559.64059643,"Tapirus bairdii"
-89.41936,17.1727,-9954117.62226041,1871284.64517679,"Tapirus bairdii"
-89.40565,17.17376,-9952591.43204164,1871396.75914829,"Tapirus bairdii"
-89.4112,17.17527,-9953209.25521554,1871556.46759381,"Tapirus bairdii"
-89.41908,17.10634,-9954086.45280299,1864264.64410347,"Tapirus bairdii"
-89.42116,17.1056,-9954317.99734384,1864186.34821215,"Tapirus bairdii"
-89.42057,17.10578,-9954252.31884428,1864205.39318663,"Tapirus bairdii"
-89.34015,17.09926,-9945300.00539468,1863515.53043181,"Tapirus bairdii"
-89.34022,17.099,-9945307.79775904,1863488.02007883,"Tapirus bairdii"
-89.34056,17.0987,-9945345.6463859,1863456.2773173,"Tapirus bairdii"
-89.34021,17.09927,-9945306.68456413,1863516.58852156,"Tapirus bairdii"
-89.42473,17.1042,-9954715.40792597,1864038.22001974,"Tapirus bairdii"
-89.42152,17.10566,-9954358.07236053,1864192.69653898,"Tapirus bairdii"
-89.42277,17.1049,-9954497.22172402,1864112.28425177,"Tapirus bairdii"
-89.33988,17.09948,-9945269.94913216,1863538.80839353,"Tapirus bairdii"
-89.34002,17.09922,-9945285.53386088,1863511.29807225,"Tapirus bairdii"
-89.33968,17.0998,-9945247.68523401,1863572.66719906,"Tapirus bairdii"
-89.78117,17.23741,-9994394.12722433,1878127.73831447,"Tapirus bairdii"
-89.75548,17.24893,-9991534.32950585,1879345.73519699,"Tapirus bairdii"
-89.7512,17.25136,-9991057.88208525,1879602.64694258,"Tapirus bairdii"
-89.75156,17.25184,-9991097.95710194,1879653.39455131,"Tapirus bairdii"
-89.76208,17.23537,-9992269.03814509,1877912.04363952,"Tapirus bairdii"
-90.29718,16.44859,-10051836.0976686,1794552.94289842,"Tapirus bairdii"
-90.0652,16.51635,-10026012.2021943,1801745.31211812,"Tapirus bairdii"
-90.1679,16.41186,-10037444.7138988,1790653.22119654,"Tapirus bairdii"
-90.36048,16.3203,-10058882.6214358,1780928.92928057,"Tapirus bairdii"
-90.29968,17.24493,-10052114.3963955,1878922.82801663,"Tapirus bairdii"
-90.30145,17.24492,-10052311.4318943,1878921.77073747,"Tapirus bairdii"
-90.30211,17.24377,-10052384.9027582,1878800.18326185,"Tapirus bairdii"
-90.30724,17.24362,-10052955.9717459,1878784.32397142,"Tapirus bairdii"
-90.30102,17.24735,-10052263.5645132,1879178.6879292,"Tapirus bairdii"
-90.32607,17.23871,-10055052.1177576,1878265.18959079,"Tapirus bairdii"
-90.33175,17.24446,-10055684.4124653,1878873.13583591,"Tapirus bairdii"
-90.33712,17.24718,-10056282.1981308,1879160.71440586,"Tapirus bairdii"
-90.34839,17.25836,-10057536.7687921,1880342.70347825,"Tapirus bairdii"
-90.36719,17.26448,-10059629.575219,1880989.70188407,"Tapirus bairdii"
-90.37032,17.2694,-10059978.0052252,1881509.8226647,"Tapirus bairdii"
-90.36775,17.26891,-10059691.9141338,1881458.02262513,"Tapirus bairdii"
-90.36569,17.27095,-10059462.5959828,1881673.67904804,"Tapirus bairdii"
-90.36611,17.26297,-10059509.3501689,1880830.0686033,"Tapirus bairdii"
-90.36573,17.26177,-10059467.0487624,1880703.20680838,"Tapirus bairdii"
-90.36532,17.26096,-10059421.4077712,1880617.57464147,"Tapirus bairdii"
-90.36551,17.25901,-10059442.5584745,1880411.42162349,"Tapirus bairdii"
-90.36667,17.25756,-10059571.6890838,1880258.12697514,"Tapirus bairdii"
-90.36583,17.25667,-10059478.1807115,1880164.03519488,"Tapirus bairdii"
-90.36401,17.25659,-10059275.5792383,1880155.57748508,"Tapirus bairdii"
-90.35999,17.25576,-10058828.0748853,1880067.82853463,"Tapirus bairdii"
-90.35741,17.25328,-10058540.870599,1879805.6366047,"Tapirus bairdii"
-90.29267,17.25152,-10051334.0467651,1879619.56282647,"Tapirus bairdii"
-90.29356,17.25516,-10051433.1211119,1880004.39531854,"Tapirus bairdii"
-90.29946,17.25909,-10052089.9061076,1880419.87922503,"Tapirus bairdii"
-90.30812,17.25925,-10053053.9328978,1880436.79441739,"Tapirus bairdii"
-90.30083,17.25787,-10052242.41381,1880290.90041257,"Tapirus bairdii"
-90.30106,17.25819,-10052268.0172928,1880324.73100129,"Tapirus bairdii"
-90.31184,17.25232,-10053468.0414036,1879704.14203124,"Tapirus bairdii"
-90.30788,17.24357,-10053027.2162201,1878779.03753848,"Tapirus bairdii"
-90.29796,17.24036,-10051922.9268714,1878439.64562044,"Tapirus bairdii"
-90.2966,17.23792,-10051771.5323639,1878181.66162002,"Tapirus bairdii"
-90.29451,17.23695,-10051538.8746281,1878079.1014829,"Tapirus bairdii"
-90.29381,17.23626,-10051460.9509846,1878006.14601393,"Tapirus bairdii"
-90.29485,17.23506,-10051576.723255,1877879.26630409,"Tapirus bairdii"
-90.2977,17.23351,-10051893.9838038,1877715.37882195,"Tapirus bairdii"
-90.2962,17.23169,-10051727.0045676,1877522.94148518,"Tapirus bairdii"
-90.29569,17.23202,-10051670.2316273,1877557.83410661,"Tapirus bairdii"
-90.29466,17.23269,-10051555.5725518,1877628.67651455,"Tapirus bairdii"
-90.29311,17.2261,-10051383.027341,1876931.87238699,"Tapirus bairdii"
-90.29358,17.23253,-10051435.3475017,1877611.75894738,"Tapirus bairdii"
-90.29343,17.23173,-10051418.6495781,1877527.17089708,"Tapirus bairdii"
-90.29215,17.22974,-10051276.1606299,1877316.75657189,"Tapirus bairdii"
-90.29147,17.22863,-10051200.4633761,1877199.38882688,"Tapirus bairdii"
-90.2915,17.22644,-10051203.8029609,1876967.82342074,"Tapirus bairdii"
-90.2933,17.22756,-10051404.1780443,1877086.24989902,"Tapirus bairdii"
-90.36806,17.22056,-10059726.423176,1876346.07292264,"Tapirus bairdii"
-90.37063,17.22451,-10060012.5142673,1876763.7475786,"Tapirus bairdii"
-90.37099,17.22579,-10060052.589284,1876899.09344704,"Tapirus bairdii"
-90.37047,17.22623,-10059994.7031488,1876945.6183781,"Tapirus bairdii"
-89.60782,17.20278,-9975096.89349532,1874465.90049641,"Tapirus bairdii"
-89.60803,17.20256,-9975120.27058838,1874442.63516651,"Tapirus bairdii"
-89.60824,17.20253,-9975143.64768145,1874439.46261943,"Tapirus bairdii"
-89.60232,17.2285,-9974484.63629595,1877185.64300994,"Tapirus bairdii"
-89.58561,17.22937,-9972624.4876048,1877277.63406665,"Tapirus bairdii"
-89.57572,17.22138,-9971523.53784085,1876432.7807826,"Tapirus bairdii"
-89.57522,17.22018,-9971467.87809546,1876305.89110421,"Tapirus bairdii"
-89.54842,17.2114,-9968484.51574219,1875377.45717942,"Tapirus bairdii"
-89.5496,17.21078,-9968615.87274133,1875311.89416058,"Tapirus bairdii"
-89.77061,17.34696,-9993218.59340155,1889707.33275063,"Tapirus bairdii"
-89.76907,17.35567,-9993047.16138573,1890627.70351585,"Tapirus bairdii"
-90.92019,16.86344,-10121189.2536277,1838548.31687451,"Tapirus bairdii"
-90.92515,16.85534,-10121741.398302,1837690.19476876,"Tapirus bairdii"
-90.92542,16.85528,-10121771.4545645,1837683.83817492,"Tapirus bairdii"
-90.92657,16.84856,-10121899.4719789,1836971.8872178,"Tapirus bairdii"
-90.92037,16.86782,-10121209.291136,1839012.32351612,"Tapirus bairdii"
-90.91285,16.8658,-10120372.1685653,1838798.33088885,"Tapirus bairdii"
-89.84222,17.09363,-10001190.1821373,1862919.81710421,"Tapirus bairdii"
-89.84081,17.08553,-10001033.2216552,1862062.72094302,"Tapirus bairdii"
-89.83552,17.12143,-10000444.3415489,1865861.17921856,"Tapirus bairdii"
-89.53166,17.73507,-9966618.8010765,1930676.56379496,"Tapirus bairdii"
-89.53179,17.73542,-9966633.2726103,1930713.47133763,"Tapirus bairdii"
-89.52941,17.73399,-9966368.33222221,1930562.67721982,"Tapirus bairdii"
-89.52978,17.73434,-9966409.52043381,1930599.58497957,"Tapirus bairdii"
-89.55177,17.65784,-9968857.43603635,1922530.93285147,"Tapirus bairdii"
-89.5495,17.65703,-9968604.74079225,1922445.48213408,"Tapirus bairdii"
-89.26161,17.73036,-9936556.97258778,1930179.88687778,"Tapirus bairdii"
-89.24622,17.69826,-9934843.76562447,1926794.55229062,"Tapirus bairdii"
-89.24598,17.69798,-9934817.04894668,1926765.0202927,"Tapirus bairdii"
-89.40704,17.72803,-9952746.16613384,1929934.17999942,"Tapirus bairdii"
-89.29795,17.76176,-9940602.3228832,1933490.82557911,"Tapirus bairdii"
-89.29802,17.76253,-9940610.11524756,1933572.01026866,"Tapirus bairdii"
-89.29834,17.76268,-9940645.73748461,1933587.82542824,"Tapirus bairdii"
-89.31189,17.74096,-9942154.11658486,1931297.65564213,"Tapirus bairdii"
-89.40703,17.72797,-9952745.05293893,1929927.8527425,"Tapirus bairdii"
-89.298,17.76192,-9940607.88885774,1933507.69515306,"Tapirus bairdii"
-89.29725,17.75726,-9940524.39923965,1933016.36278202,"Tapirus bairdii"
-89.99464,17.58115,-10018157.498924,1914438.8818103,"Tapirus bairdii"
-89.89421,17.72981,-10006977.6824636,1930121.88768109,"Tapirus bairdii"
-89.88875,17.72815,-10006369.8780439,1929946.83450705,"Tapirus bairdii"
-89.88848,17.72827,-10006339.8217814,1929959.48900641,"Tapirus bairdii"
-89.88863,17.72848,-10006356.519705,1929981.63436041,"Tapirus bairdii"
-89.89434,17.76823,-10006992.1539974,1934172.97723388,"Tapirus bairdii"
-89.88429,17.772,-10005873.3931149,1934570.44862326,"Tapirus bairdii"
-89.88456,17.77223,-10005903.4493774,1934594.69727622,"Tapirus bairdii"
-89.88444,17.77255,-10005890.0910385,1934628.43448187,"Tapirus bairdii"
-89.87901,17.79302,-10005285.6262035,1936786.43885648,"Tapirus bairdii"
-89.87904,17.7933,-10005288.9657883,1936815.95556277,"Tapirus bairdii"
-90.0569,17.43814,-10025088.2504208,1899340.04991752,"Tapirus bairdii"
-90.05654,17.43739,-10025048.1754041,1899260.83524173,"Tapirus bairdii"
-90.05699,17.43712,-10025098.2691749,1899232.31788066,"Tapirus bairdii"
-90.05792,17.43658,-10025201.7963014,1899175.28303498,"Tapirus bairdii"
-90.05783,17.43659,-10025191.7775472,1899176.33923732,"Tapirus bairdii"
-90.05655,17.43791,-10025049.288599,1899315.75745073,"Tapirus bairdii"
-90.59982,15.81145,-10085525.8283622,1726805.40507712,"Tapirus bairdii"
-90.59623,15.80803,-10085126.1913903,1726441.18448995,"Tapirus bairdii"
-90.61353,15.82239,-10087052.018581,1727970.44464076,"Tapirus bairdii"
-90.61628,15.82407,-10087358.1471807,1728149.34838008,"Tapirus bairdii"
-89.98497,15.11602,-10017081.039448,1652622.29572567,"Tapirus bairdii"
-89.98629,15.11897,-10017227.9811758,1652937.48821915,"Tapirus bairdii"
-89.9824,15.1195,-10016794.9483567,1652994.11557007,"Tapirus bairdii"
-89.9816,15.11939,-10016705.892764,1652982.362735,"Tapirus bairdii"
-89.98158,15.11942,-10016703.6663742,1652985.56805424,"Tapirus bairdii"
-89.97998,15.11793,-10016525.5551889,1652826.36999745,"Tapirus bairdii"
-89.97814,15.11846,-10016320.7273259,1652882.99761913,"Tapirus bairdii"
-89.97628,15.11654,-10016113.673073,1652677.85539078,"Tapirus bairdii"
-89.97537,15.117,-10016012.3723364,1652727.0042146,"Tapirus bairdii"
-89.97305,15.11687,-10015754.1111177,1652713.11434014,"Tapirus bairdii"
-89.97262,15.11618,-10015706.2437367,1652639.39102139,"Tapirus bairdii"
-89.97246,15.1136,-10015688.4326182,1652363.72784474,"Tapirus bairdii"
-89.97186,15.10832,-10015621.6409237,1651799.56975907,"Tapirus bairdii"
-89.98065,15.10323,-10016600.1392478,1651255.6998609,"Tapirus bairdii"
-89.9873,15.10435,-10017340.4138615,1651375.37369979,"Tapirus bairdii"
-89.99111,15.10455,-10017764.5411215,1651396.74396338,"Tapirus bairdii"
-89.15107,15.77482,-9924251.71607549,1722904.09893638,"Tapirus bairdii"
-89.0305,15.87939,-9910829.92507054,1734039.58211532,"Tapirus bairdii"
-88.99918,15.87722,-9907343.3986189,1733808.55961521,"Tapirus bairdii"
-90.92966,15.8685,-10122243.4492055,1732880.18666736,"Tapirus bairdii"
-90.91349,15.84758,-10120443.4130394,1730652.78364462,"Tapirus bairdii"
-90.91287,15.84617,-10120374.3949551,1730502.64943046,"Tapirus bairdii"
-85.888995,14.988909,-9561119.18814602,1639037.08304086,"Tapirus bairdii"
-85.730633,15.079538,-9543490.41094502,1648724.02659323,"Tapirus bairdii"
-85.81795,15.029856,-9553210.49492261,1643414.22842291,"Tapirus bairdii"
-84.850325,15.710895,-9445494.97264377,1716094.07287186,"Tapirus bairdii"
-85.003854,15.534325,-9462585.74274577,1697273.0008428,"Tapirus bairdii"
-85.14123,15.349742,-9477878.36911299,1677580.98926111,"Tapirus bairdii"
-85.249378,15.768648,-9489917.3494033,1722246.67766994,"Tapirus bairdii"
-85.37844,15.622556,-9504284.46552406,1706679.75784445,"Tapirus bairdii"
-85.479037,15.522629,-9515482.87233939,1696025.7353362,"Tapirus bairdii"
-84.955584,15.162348,-9457212.35092518,1657571.71282278,"Tapirus bairdii"
-84.996518,15.046607,-9461769.10296131,1645204.63805453,"Tapirus bairdii"
-84.91353,14.980066,-9452530.92105936,1638091.67823756,"Tapirus bairdii"
-85.185651,14.815953,-9482823.29221351,1620539.47808067,"Tapirus bairdii"
-85.118351,14.776706,-9475331.49048313,1616340.00908666,"Tapirus bairdii"
-84.797397,14.851266,-9439603.05463506,1624317.37115446,"Tapirus bairdii"
-84.825478,14.828313,-9442729.01725603,1621861.85718079,"Tapirus bairdii"
-84.885335,14.809521,-9449392.26801644,1619851.29829604,"Tapirus bairdii"
-84.689824,14.865688,-9427628.08305196,1625860.10792535,"Tapirus bairdii"
-84.63011,14.868949,-9420980.75097873,1626208.92665752,"Tapirus bairdii"
-84.542507,14.875766,-9411228.82962677,1626938.10272597,"Tapirus bairdii"
-84.525071,14.658897,-9409287.86298529,1603729.89026213,"Tapirus bairdii"
-84.425136,14.708109,-9398163.14967287,1608998.28471969,"Tapirus bairdii"
-84.383304,14.881743,-9393506.432734,1627577.41024346,"Tapirus bairdii"
-85.544946,14.938109,-9522819.82865809,1633605.53849926,"Tapirus bairdii"
-85.525801,14.825718,-9520688.61700685,1621584.2278674,"Tapirus bairdii"
-85.459755,14.596881,-9513336.40991792,1597089.11947495,"Tapirus bairdii"
-84.570704,14.844705,-9414367.70530866,1623615.50073261,"Tapirus bairdii"
-84.523195,14.824851,-9409079.02762057,1621491.47006722,"Tapirus bairdii"
-84.468192,14.766215,-9402956.12166846,1615217.33600232,"Tapirus bairdii"
-84.556309,14.709123,-9412765.2612387,1609106.82640588,"Tapirus bairdii"
-85.054232,14.605464,-9468193.79605296,1598008.30960387,"Tapirus bairdii"
-85.058444,14.578405,-9468662.67374817,1595110.32712079,"Tapirus bairdii"
-85.106099,14.582667,-9473967.60408193,1595566.80462694,"Tapirus bairdii"
-85.352688,14.561309,-9501417.76599715,1593279.18959366,"Tapirus bairdii"
-85.304908,14.572581,-9496098.92072705,1594486.5391517,"Tapirus bairdii"
-85.285454,14.518245,-9493933.31135316,1588666.02951737,"Tapirus bairdii"
-85.24263,14.405669,-9489166.16547943,1576602.3819365,"Tapirus bairdii"
-85.27449,14.394291,-9492712.8044561,1575382.78401087,"Tapirus bairdii"
-86.016583,15.418963,-9575322.21933735,1684967.74852918,"Tapirus bairdii"
-86.942594,15.610871,-9678405.29232632,1705434.18678387,"Tapirus bairdii"
-86.902622,15.645707,-9673955.62964033,1709147.35088882,"Tapirus bairdii"
-86.902648,15.591496,-9673958.52394709,1703368.74208357,"Tapirus bairdii"
-87.28601,15.467422,-9716634.18657658,1690137.51154314,"Tapirus bairdii"
-88.285006,15.529694,-9827841.9126011,1696779.15764266,"Tapirus bairdii"
-88.249139,15.541514,-9823849.21642482,1698039.60406014,"Tapirus bairdii"
-88.265325,15.576264,-9825651.0337028,1701744.82263046,"Tapirus bairdii"
-88.252992,15.518263,-9824278.13042285,1695560.12589961,"Tapirus bairdii"
-86.668178,15.130473,-9647857.44294079,1654166.48441128,"Tapirus bairdii"
-86.634364,15.744387,-9644093.28567911,1719662.28632534,"Tapirus bairdii"
-87.083508,15.006892,-9694091.76705196,1640959.52739416,"Tapirus bairdii"
-84.415349,14.667347,-9397073.66581648,1604634.58784074,"Tapirus bairdii"
-84.416604,14.667144,-9397213.37177742,1604612.85408495,"Tapirus bairdii"
-84.417947,14.667331,-9397362.87385356,1604632.87483607,"Tapirus bairdii"
-84.419186,14.66533,-9397500.79870265,1604418.64122741,"Tapirus bairdii"
-84.410474,14.666028,-9396530.98329886,1604493.37160857,"Tapirus bairdii"
-84.411262,14.666127,-9396618.7030576,1604503.97088451,"Tapirus bairdii"
-84.430742,14.676217,-9398787.20673826,1605584.21600956,"Tapirus bairdii"
-84.516515,14.873243,-9408335.41342207,1626668.23425435,"Tapirus bairdii"
-84.533435,14.880933,-9410218.93920629,1627490.77262584,"Tapirus bairdii"
