"","X","Route.Point","detN","site","POINT","WMA","grass250m","grass500m","grass1km","grass1.5km","grass2km","grass2.5km","grass3km","grass3.5m","grass4km","grass4.5km","grass5km","trees250m","trees500m","trees1km","trees1.5km","trees2km","trees2.5km","trees3km","trees3.5km","trees4km","trees4.5km","trees5km","Occur"
"327",327,"SACW.3.3",0,"SACW.3",3,"SACW",0.810277,0.552719,0.333241,0.266922,0.240816,0.240094,0.214947,0.192457,0.171309,0.159576,0.147914,0.0316206,0.0677026,0.0482759,0.0409178,0.040432,0.050558,0.0470764,0.0401805,0.0321448,0.0271502,0.0231608,0
"328",328,"SACW.4.4",0,"SACW.4",4,"SACW",0.482213,0.499445,0.346207,0.28362,0.284161,0.252203,0.203807,0.179568,0.154501,0.138679,0.133577,0.367589,0.226415,0.137931,0.115488,0.0810772,0.0684498,0.0527421,0.0393662,0.0315065,0.0266974,0.0222476,0
"329",329,"SACW.5.5",0,"SACW.5",5,"SACW",0.490119,0.334073,0.317517,0.30529,0.275634,0.25767,0.206481,0.188339,0.170352,0.151738,0.140882,0.0632411,0.0599334,0.0968276,0.0745698,0.0812194,0.0712059,0.0537925,0.0402969,0.0316306,0.0261456,0.0216198,0
"330",330,"SACW.6.6",0,"SACW.6",6,"SACW",0.648221,0.522753,0.283862,0.267304,0.244084,0.208467,0.207563,0.190037,0.162018,0.14946,0.14304,0.0316206,0.0677026,0.0877241,0.0553219,0.0505223,0.049067,0.0487952,0.0417859,0.0330491,0.0274473,0.0233891,0
"331",331,"SACW.7.7",0,"SACW.7",7,"SACW",0.561265,0.384018,0.312276,0.270746,0.296952,0.251751,0.211605,0.188246,0.172763,0.154992,0.14546,0.118577,0.0477247,0.0361379,0.0741874,0.0692105,0.0685854,0.0533787,0.0402969,0.0319675,0.026273,0.021928,0
"332",332,"SACW.8.8",0,"SACW.8",8,"SACW",0.754941,0.569367,0.333793,0.306437,0.295246,0.259748,0.208772,0.182313,0.154058,0.143362,0.137001,0.13834,0.169811,0.13131,0.119439,0.0932992,0.0718384,0.0531878,0.0395058,0.0313115,0.0264427,0.0222704,0
"333",333,"SACW.9.9",0,"SACW.9",9,"SACW",0.300395,0.307436,0.297655,0.259911,0.235913,0.21922,0.195149,0.170866,0.151309,0.139443,0.132607,0.335968,0.241953,0.146759,0.10733,0.073474,0.0598654,0.047904,0.0388311,0.0310278,0.0259334,0.0226129,0
"334",334,"SPRING.1.1",3,"SPRING.1",1,"SPRING",0.98419,0.849057,0.836966,0.854685,0.791587,0.72096,0.675812,0.623601,0.59116,0.577963,0.577764,0.0158103,0.0965594,0.0755862,0.0544296,0.0756058,0.101703,0.101728,0.0992532,0.0981543,0.0964899,0.0959306,1
"335",335,"SPRING.2.2",2,"SPRING.2",2,"SPRING",0.608696,0.705882,0.84469,0.836839,0.791303,0.747165,0.725308,0.681278,0.619794,0.594587,0.579499,0.0948617,0.139845,0.0902069,0.0795411,0.0872593,0.110469,0.109113,0.107443,0.106966,0.105941,0.101775,1
"336",336,"SPRING.3.3",2,"SPRING.3",3,"SPRING",0.810277,0.830189,0.880552,0.843722,0.793932,0.74721,0.693574,0.652195,0.622879,0.59968,0.588619,0.0869565,0.0399556,0.0466207,0.054557,0.0793718,0.0902273,0.105071,0.104279,0.0999982,0.0963342,0.0951201,1
"337",337,"SPRING.4.4",3,"SPRING.4",4,"SPRING",0.928854,0.935627,0.865931,0.830975,0.771975,0.723174,0.675367,0.638259,0.622223,0.608282,0.591679,0,0.00110988,0.0306207,0.0555768,0.0731187,0.081688,0.0912563,0.0976478,0.093509,0.0925708,0.0908396,1
"338",338,"SPRING.5.5",2,"SPRING.5",5,"SPRING",0.948617,0.936737,0.841379,0.855067,0.789455,0.719695,0.66429,0.626975,0.599582,0.587315,0.58419,0,0.0255272,0.0513103,0.0460166,0.0692105,0.0923508,0.0983544,0.0972988,0.0979947,0.0930094,0.0924605,1
"339",339,"SPRING.6.6",0,"SPRING.6",6,"SPRING",0.675889,0.811321,0.835862,0.771319,0.696653,0.636696,0.590636,0.569996,0.577561,0.579986,0.56821,0,0.00221976,0.0168276,0.0551944,0.064876,0.0690824,0.0823758,0.0843396,0.087002,0.0885669,0.0926774,0
"340",340,"SPRING.7.7",4,"SPRING.7",7,"SPRING",0.956522,0.882353,0.857931,0.801785,0.750302,0.678625,0.614763,0.594053,0.585787,0.587301,0.577604,0,0,0.0187586,0.0492033,0.0660129,0.077712,0.0848267,0.0905749,0.0907608,0.089529,0.0930312,1
"341",341,"SPRING.8.8",2,"SPRING.8",8,"SPRING",0.84585,0.847947,0.828138,0.779222,0.67832,0.621064,0.58688,0.563831,0.562011,0.544262,0.540825,0.00395257,0.0099889,0.0204138,0.0620778,0.099126,0.109294,0.0989592,0.0951351,0.0938636,0.0954288,0.0963529,1
"342",342,"SPRING.9.9",1,"SPRING.9",9,"SPRING",0.893281,0.81909,0.832276,0.753091,0.726711,0.660191,0.602795,0.594914,0.589582,0.589083,0.578882,0,0.00110988,0.00827586,0.0546845,0.0681447,0.0671396,0.0770602,0.0857356,0.0896083,0.0889489,0.0927344,1
"343",343,"TWIN.1.1",2,"TWIN.1",1,"TWIN",0.667984,0.573807,0.543448,0.57731,0.551055,0.52799,0.509119,0.502059,0.522686,0.541588,0.56111,0.316206,0.354051,0.310069,0.281963,0.248135,0.220395,0.215966,0.22161,0.210475,0.197833,0.180138,1
"344",344,"TWIN.2.2",1,"TWIN.2",2,"TWIN",0.70751,0.697003,0.729655,0.651243,0.581468,0.562689,0.555145,0.560201,0.550061,0.544814,0.55797,0.288538,0.249723,0.155586,0.158955,0.183969,0.197126,0.199828,0.194179,0.182089,0.174347,0.168792,1
"345",345,"TWIN.3.3",0,"TWIN.3",3,"TWIN",0.778656,0.834628,0.727448,0.693563,0.631777,0.586816,0.553872,0.549359,0.55343,0.547021,0.546761,0.162055,0.105438,0.152552,0.135755,0.170681,0.191931,0.193526,0.183383,0.185617,0.18616,0.177147,0
"346",346,"TWIN.4.4",3,"TWIN.4",4,"TWIN",0.312253,0.410655,0.406897,0.402677,0.451148,0.492342,0.492568,0.50513,0.517172,0.5419,0.554751,0.664032,0.526082,0.392552,0.323008,0.270447,0.264221,0.258841,0.231032,0.210546,0.194861,0.183403,1
"347",347,"TWIN.5.5",1,"TWIN.5",5,"TWIN",0.545455,0.443951,0.522483,0.501848,0.506928,0.509375,0.495751,0.497778,0.520771,0.541418,0.555322,0.438735,0.540511,0.363862,0.30478,0.256164,0.243257,0.233822,0.225472,0.208791,0.196771,0.183117,1
"348",348,"TWIN.6.6",0,"TWIN.6",6,"TWIN",0.675889,0.72808,0.709241,0.689101,0.653379,0.623955,0.61368,0.578837,0.550079,0.552086,0.541921,0.268775,0.154273,0.10869,0.113958,0.139842,0.166493,0.165802,0.163049,0.16349,0.16665,0.167616,0
"349",349,"TWIN.7.7",1,"TWIN.7",7,"TWIN",0.782609,0.657048,0.672828,0.654812,0.600725,0.563051,0.557437,0.543054,0.528554,0.522559,0.520792,0.0948617,0.0754717,0.0932414,0.156915,0.196547,0.204672,0.19604,0.183337,0.17349,0.171687,0.173415,1
"350",350,"TWIN.8.8",2,"TWIN.8",8,"TWIN",0.616601,0.711432,0.746759,0.652772,0.632346,0.591018,0.564949,0.560085,0.549121,0.533057,0.536465,0.379447,0.27303,0.177379,0.133078,0.137284,0.167036,0.179107,0.177078,0.174305,0.176879,0.174134,1
"351",351,"TWIN.9.9",3,"TWIN.9",9,"TWIN",0.833992,0.762486,0.752552,0.699936,0.631848,0.578548,0.572556,0.563086,0.550912,0.543385,0.549729,0.0869565,0.1798,0.152276,0.111918,0.158815,0.197578,0.188242,0.178846,0.178366,0.179581,0.174659,1
"352",352,"WFRONT.1.1",0,"WFRONT.1",1,"WFRONT",0.422925,0.436182,0.266759,0.151944,0.123925,0.143948,0.182704,0.205626,0.231007,0.257269,0.265419,0,0,0,0.00395156,0.00341079,0.00365969,0.00381959,0.00339685,0.00351058,0.00376339,0.00364134,0
"353",353,"WFRONT.2.2",0,"WFRONT.2",2,"WFRONT",0.501976,0.497225,0.230621,0.169917,0.145029,0.199295,0.222905,0.248272,0.278435,0.292695,0.288089,0,0.00332963,0.00110345,0.00599108,0.00333973,0.00361451,0.00321482,0.00330379,0.00343966,0.00384828,0.00356144,0
"354",354,"WFRONT.3.3",0,"WFRONT.3",3,"WFRONT",0.470356,0.27636,0.150069,0.14608,0.161941,0.133285,0.114779,0.122798,0.149359,0.16965,0.19653,0,0,0,0.000382409,0.0057557,0.00415669,0.00394691,0.0042577,0.00459212,0.0040605,0.00382398,0
"355",355,"WFRONT.4.4",0,"WFRONT.4",4,"WFRONT",0.592885,0.432852,0.245517,0.173359,0.135934,0.128089,0.153165,0.179265,0.199234,0.229991,0.250888,0,0,0,0.00535373,0.00405031,0.00420187,0.0037241,0.00376911,0.00402475,0.00393316,0.0036071,0
"356",356,"WFRONT.5.5",0,"WFRONT.5",5,"WFRONT",0.667984,0.432852,0.201655,0.176291,0.148014,0.129806,0.124359,0.149717,0.175653,0.199261,0.227236,0,0,0,0.00254939,0.00461877,0.00415669,0.00366044,0.00393197,0.00425524,0.00418783,0.00380115,0
"357",357,"WFRONT.6.6",0,"WFRONT.6",6,"WFRONT",0.466403,0.310766,0.253241,0.186233,0.139487,0.163331,0.198014,0.213048,0.241379,0.271021,0.275395,0,0,0.0110345,0.00599108,0.00348184,0.00375006,0.00346946,0.00351318,0.00386518,0.00387657,0.00390389,0
"358",358,"WFRONT.7.7",0,"WFRONT.7",7,"WFRONT",0.521739,0.518313,0.246069,0.153091,0.130818,0.172322,0.208422,0.228473,0.260137,0.277458,0.273843,0,0,0.000827586,0.0054812,0.00341079,0.00352415,0.00381959,0.00339685,0.00336873,0.00359361,0.0033788,0
"359",359,"WFRONT.8.8",0,"WFRONT.8",8,"WFRONT",0.525692,0.293008,0.201379,0.162651,0.216514,0.243708,0.274565,0.303902,0.326023,0.320284,0.306512,0.0118577,0.00332963,0.00165517,0.00599108,0.00362396,0.00262052,0.00305567,0.00309439,0.0029964,0.00312672,0.00366417,0
"360",360,"WFRONT.9.9",0,"WFRONT.9",9,"WFRONT",0.367589,0.381798,0.20331,0.147865,0.201236,0.237564,0.259796,0.292269,0.319516,0.309404,0.294173,0,0.00110988,0.000827586,0.00305927,0.00362396,0.00275607,0.00321482,0.00302459,0.00296094,0.00315502,0.00327607,0
"361",361,"WSAC.1.1",0,"WSAC.1",1,"WSAC",0.541502,0.438402,0.221517,0.14812,0.117033,0.106944,0.125537,0.136432,0.141593,0.151597,0.158244,0,0.0221976,0.0121379,0.0133843,0.00838485,0.00573804,0.00416972,0.00467648,0.00471623,0.00496597,0.00495405,0
"362",362,"WSAC.2.2",0,"WSAC.2",2,"WSAC",0.43083,0.300777,0.185931,0.160484,0.114972,0.0976822,0.0919248,0.0868989,0.0972501,0.120641,0.137892,0.146245,0.0554939,0.0217931,0.0122371,0.00724792,0.00542177,0.00413789,0.00335032,0.00526586,0.00875766,0.0126249,0
"363",363,"WSAC.3.3",0,"WSAC.3",3,"WSAC",0.426877,0.405105,0.267862,0.167878,0.114759,0.0993087,0.0951077,0.10386,0.120831,0.125564,0.144021,0.0592885,0.0488346,0.0267586,0.012492,0.00810062,0.00542177,0.00407423,0.00337358,0.00382972,0.0051216,0.0081388,0
"364",364,"WSAC.4.4",0,"WSAC.4",4,"WSAC",0.869565,0.582686,0.217655,0.149395,0.117104,0.10324,0.106694,0.124427,0.132657,0.140278,0.145505,0.0118577,0.00887902,0.014069,0.0136393,0.00781639,0.00533141,0.00423338,0.0040483,0.00443255,0.00486694,0.00545631,0
"365",365,"WSAC.5.5",0,"WSAC.5",5,"WSAC",0.648221,0.479467,0.199448,0.12594,0.119022,0.110785,0.12802,0.130313,0.146753,0.146503,0.154044,0.0197628,0.00776915,0.00827586,0.0123646,0.00781639,0.00555731,0.00506095,0.00476955,0.00508856,0.00489523,0.00511386,0
"366",366,"WSAC.6.6",0,"WSAC.6",6,"WSAC",0.600791,0.495006,0.232276,0.162396,0.115967,0.103285,0.102206,0.123589,0.133296,0.139231,0.149329,0.083004,0.0266371,0.022069,0.0140217,0.00824273,0.00560249,0.00416972,0.00395524,0.00446801,0.00475375,0.00617545,0
"367",367,"WSAC.7.7",2,"WSAC.7",7,"WSAC",0.422925,0.309656,0.218759,0.176546,0.115611,0.0972756,0.0964764,0.0909239,0.110672,0.126852,0.141773,0.181818,0.0621532,0.0217931,0.012747,0.00760321,0.00542177,0.00410606,0.00335032,0.00407794,0.00789462,0.00942869,1
"368",368,"WSAC.8.8",1,"WSAC.8",8,"WSAC",0.15415,0.18535,0.251862,0.144551,0.123357,0.0992184,0.0896967,0.10137,0.110796,0.122423,0.135118,0,0.00665927,0.025931,0.012492,0.00760321,0.00524104,0.00407423,0.00337358,0.00343966,0.00505086,0.00841276,1
"369",369,"WSAC.9.9",0,"WSAC.9",9,"WSAC",0.616601,0.521643,0.233379,0.154876,0.119449,0.102878,0.0939937,0.115423,0.123579,0.132822,0.14183,0,0.0288568,0.0251034,0.012492,0.0079585,0.00533141,0.00416972,0.00372258,0.00398929,0.00509331,0.00684892,0
"370",370,"YANK.1.1",2,"YANK.1",1,"YANK",0.70751,0.559378,0.537931,0.430083,0.405955,0.405368,0.408951,0.430562,0.444265,0.448338,0.454837,0.0750988,0.260821,0.177103,0.138177,0.118098,0.114219,0.101951,0.0981131,0.0936508,0.0958532,0.0973346,1
"371",371,"YANK.2.2",0,"YANK.2",2,"YANK",0.561265,0.497225,0.478897,0.473678,0.449513,0.442958,0.46408,0.473535,0.488537,0.480907,0.479505,0.102767,0.0954495,0.0968276,0.101466,0.109785,0.100303,0.0992456,0.0985086,0.101629,0.111444,0.107791,0
"372",372,"YANK.3.3",3,"YANK.3",3,"YANK",0.600791,0.466149,0.340966,0.381772,0.408157,0.458456,0.464335,0.454317,0.467775,0.468542,0.472416,0,0.0610433,0.0565517,0.0692161,0.0945783,0.0965075,0.0952032,0.0904353,0.0901048,0.0946789,0.0957137,1
"373",373,"YANK.4.4",1,"YANK.4",4,"YANK",0.731225,0.694784,0.478345,0.449586,0.420806,0.419058,0.450011,0.460878,0.465187,0.471173,0.472747,0.102767,0.165372,0.14869,0.144551,0.11817,0.105499,0.0992456,0.0974151,0.103066,0.103125,0.100645,1
"374",374,"YANK.5.5",0,"YANK.5",5,"YANK",0.498024,0.293008,0.265379,0.348502,0.401762,0.415985,0.427412,0.439078,0.446818,0.454705,0.454426,0.0869565,0.124306,0.112552,0.125175,0.104242,0.10098,0.0948531,0.0927852,0.0903353,0.087138,0.0896981,0
"375",375,"YANK.6.6",2,"YANK.6",6,"YANK",0.561265,0.483907,0.491862,0.415806,0.410645,0.395021,0.410542,0.437589,0.454956,0.456756,0.456686,0.241107,0.267481,0.180414,0.133206,0.119164,0.108164,0.101474,0.0961588,0.0949274,0.0942828,0.095748,1
"376",376,"YANK.7.7",0,"YANK.7",7,"YANK",0.72332,0.512764,0.407172,0.436074,0.44596,0.456965,0.4679,0.474814,0.478041,0.486807,0.477199,0.15415,0.0688124,0.0408276,0.0887189,0.0969232,0.0999864,0.0964128,0.0956934,0.101647,0.103635,0.104789,0
"377",377,"YANK.8.8",2,"YANK.8",8,"YANK",0.596838,0.462819,0.410483,0.415041,0.44191,0.464058,0.473056,0.478886,0.472616,0.484076,0.480361,0.0118577,0.0466149,0.0441379,0.0781389,0.095431,0.0977726,0.097113,0.0948093,0.0990231,0.101852,0.101079,1
"378",378,"YANK.9.9",0,"YANK.9",9,"YANK",0.770751,0.501665,0.393103,0.395411,0.382221,0.380924,0.401598,0.409716,0.41462,0.431658,0.437852,0.00395257,0.0921199,0.170207,0.127087,0.123357,0.109972,0.103352,0.0988111,0.0928884,0.0887226,0.0881571,0
